"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0003690","double-stranded DNA binding",343,1,2.97,68,"0.95254","0.95254","0.95254","A0A026W0S2","SETMAR"
"GO:0016887","ATPase activity",379,1,3.28,182,"0.96581","1.00000","0.96581","A0A026X0M9","ATPsynbeta"
"GO:0022857","transmembrane transporter activity",624,2,5.4,67,"0.97568","0.89836","0.97568","A0A026WTK0;A0A026X0M9","ATPsynbeta;"
"GO:0015318","inorganic molecular entity transmembrane...",493,1,4.27,183,"0.98802","1.00000","0.98802","A0A026X0M9","ATPsynbeta"
"GO:0015075","ion transmembrane transporter activity",501,1,4.33,184,"0.98888","1.00000","0.98888","A0A026X0M9","ATPsynbeta"
"GO:0005215","transporter activity",728,2,6.3,185,"0.98953","1.00000","0.98953","A0A026WTK0;A0A026X0M9","ATPsynbeta;"
"GO:0017111","nucleoside-triphosphatase activity",541,1,4.68,186,"0.99234","1.00000","0.99234","A0A026X0M9","ATPsynbeta"
"GO:0016462","pyrophosphatase activity",569,1,4.92,187,"0.99410","1.00000","0.99410","A0A026X0M9","ATPsynbeta"
"GO:0016817","hydrolase activity, acting on acid anhyd...",572,1,4.95,188,"0.99427","1.00000","0.99427","A0A026X0M9","ATPsynbeta"
"GO:0016818","hydrolase activity, acting on acid anhyd...",572,1,4.95,189,"0.99427","1.00000","0.99427","A0A026X0M9","ATPsynbeta"
"GO:0019899","enzyme binding",601,1,5.2,190,"0.99563","1.00000","0.99563","A0A026W0S2","SETMAR"
"GO:0098772","molecular function regulator",1079,3,9.34,191,"0.99706","1.00000","0.99994","A0A026WI68;A0A026WJG2;A0A026WPM3",";SRPN3;TFPI"
"GO:0003677","DNA binding",676,1,5.85,192,"0.99785","1.00000","0.99785","A0A026W0S2","SETMAR"
"GO:0005488","binding",4386,25,37.95,70,"0.99950","1.00000","1.00000","A0A026VT30;A0A026VU35;A0A026VVE4;A0A026VVU9;A0A026VZR5;A0A026W0P7;A0A026W0S2;A0A026W2Z6;A0A026W4U7;A0A026W5E2;A0A026W6F8;A0A026W798;A0A026WDF3;A0A026WG30;A0A026WG66;A0A026WID6;A0A026WKW2;A0A026WM97;A0A026WMB6;A0A026WT37;A0A026WUA2;A0A026WYV1;A0A026X3N5;A0A026X3S9;A0A026X5F3",";;Cht3;;;GNBP3;;Cht5;;;;Fas2;verm;SETMAR;;Cpap3-a1;Pvf1;Sod;Fuca;;;Fer1HCH;CREG;;Fer2LCH"
"GO:0016740","transferase activity",1291,3,11.17,193,"0.99951","1.00000","0.99951","A0A026W0S2;A0A026W5L3;A0A026WG72",";;SETMAR"
"GO:0097159","organic cyclic compound binding",1534,3,13.27,194,"0.99994","1.00000","0.99994","A0A026W0S2;A0A026W6F8;A0A026WM97",";SETMAR;"
"GO:1901363","heterocyclic compound binding",1521,2,13.16,195,"0.99999","1.00000","0.99999","A0A026W0S2;A0A026WM97","SETMAR;"
"GO:0005515","protein binding",2825,9,24.44,71,"0.99999","1.00000","0.99999","A0A026VT30;A0A026VU35;A0A026VZR5;A0A026W0S2;A0A026W4U7;A0A026W5E2;A0A026WG66;A0A026X3S9;A0A026X5F3",";;;Fas2;SETMAR;Pvf1;Sod;;CREG"
"GO:0003676","nucleic acid binding",1368,1,11.84,196,"1.00000","1.00000","1.00000","A0A026W0S2","SETMAR"
"GO:0003674","molecular_function",7859,68,68,197,"1.00000","1.00000","1.00000","A0A026VT30;A0A026VTG8;A0A026VU23;A0A026VU35;A0A026VVE4;A0A026VVU9;A0A026VWE0;A0A026VWV8;A0A026VXZ2;A0A026VZR5;A0A026W073;A0A026W0P7;A0A026W0Q1;A0A026W0S2;A0A026W1A3;A0A026W1A5;A0A026W1C7;A0A026W2Z6;A0A026W4J5;A0A026W4U7;A0A026W5E2;A0A026W5L3;A0A026W656;A0A026W6F8;A0A026W798;A0A026WDB2;A0A026WDF3;A0A026WDK1;A0A026WEB2;A0A026WF43;A0A026WFP0;A0A026WG30;A0A026WG66;A0A026WG72;A0A026WGA6;A0A026WH69;A0A026WI06;A0A026WI68;A0A026WID6;A0A026WIQ8;A0A026WJG2;A0A026WJK5;A0A026WJN5;A0A026WKS8;A0A026WKW2;A0A026WL55;A0A026WM97;A0A026WMB6;A0A026WPF7;A0A026WPJ5;A0A026WPM3;A0A026WSC7;A0A026WSE1;A0A026WSH9;A0A026WT17;A0A026WT37;A0A026WTK0;A0A026WU73;A0A026WUA2;A0A026WYH3;A0A026WYV1;A0A026X0F2;A0A026X0M9;A0A026X2U9;A0A026X326;A0A026X3N5;A0A026X3S9;A0A026X5F3",";;Hexo1;Mal-A3;;;;Cht3;;;;;ATPsynbeta;;GNBP3;;Cht5;;;;;;;;;;;Nep2;;Fas2;;;;verm;;;;SETMAR;;Cpap3-a1;SRPN3;;;;TrxT;Pvf1;;;Sod;Fuca;Ppib;TREH;;;;;;;;Fer1HCH;CREG;;;TFPI;;;;Fer2LCH"
"GO:0000033","alpha-1,3-mannosyltransferase activity",3,0,0.03,198,"1.00000","1.00000","1.00000","",""
"GO:0000049","tRNA binding",24,0,0.21,199,"1.00000","1.00000","1.00000","",""
"GO:0000062","fatty-acyl-CoA binding",4,0,0.03,200,"1.00000","1.00000","1.00000","",""
"GO:0000095","S-adenosyl-L-methionine transmembrane tr...",3,0,0.03,201,"1.00000","1.00000","1.00000","",""
"GO:0000104","succinate dehydrogenase activity",4,0,0.03,202,"1.00000","1.00000","1.00000","",""
"GO:0000146","microfilament motor activity",4,0,0.03,203,"1.00000","1.00000","1.00000","",""
"GO:0000149","SNARE binding",59,0,0.51,204,"1.00000","1.00000","1.00000","",""
"GO:0000150","recombinase activity",7,0,0.06,205,"1.00000","1.00000","1.00000","",""
"GO:0000175","3'-5'-exoribonuclease activity",24,0,0.21,206,"1.00000","1.00000","1.00000","",""
"GO:0000179","rRNA (adenine-N6,N6-)-dimethyltransferas...",3,0,0.03,207,"1.00000","1.00000","1.00000","",""
"GO:0000182","rDNA binding",4,0,0.03,208,"1.00000","1.00000","1.00000","",""
"GO:0000217","DNA secondary structure binding",21,0,0.18,209,"1.00000","1.00000","1.00000","",""
"GO:0000268","peroxisome targeting sequence binding",4,0,0.03,210,"1.00000","1.00000","1.00000","",""
"GO:0000287","magnesium ion binding",22,0,0.19,211,"1.00000","1.00000","1.00000","",""
"GO:0000295","adenine nucleotide transmembrane transpo...",8,0,0.07,212,"1.00000","1.00000","1.00000","",""
"GO:0000339","RNA cap binding",13,0,0.11,213,"1.00000","1.00000","1.00000","",""
"GO:0000340","RNA 7-methylguanosine cap binding",7,0,0.06,214,"1.00000","1.00000","1.00000","",""
"GO:0000400","four-way junction DNA binding",14,0,0.12,215,"1.00000","1.00000","1.00000","",""
"GO:0000403","Y-form DNA binding",5,0,0.04,216,"1.00000","1.00000","1.00000","",""
"GO:0000702","oxidized base lesion DNA N-glycosylase a...",3,0,0.03,217,"1.00000","1.00000","1.00000","",""
"GO:0000900","translation repressor activity, mRNA reg...",14,0,0.12,218,"1.00000","1.00000","1.00000","",""
"GO:0000976","transcription regulatory region sequence...",252,0,2.18,219,"1.00000","1.00000","1.00000","",""
"GO:0000977","RNA polymerase II transcription regulato...",199,0,1.72,220,"1.00000","1.00000","1.00000","",""
"GO:0000978","RNA polymerase II cis-regulatory region ...",68,0,0.59,221,"1.00000","1.00000","1.00000","",""
"GO:0000979","RNA polymerase II core promoter sequence...",3,0,0.03,222,"1.00000","1.00000","1.00000","",""
"GO:0000981","DNA-binding transcription factor activit...",299,0,2.59,223,"1.00000","1.00000","1.00000","",""
"GO:0000987","cis-regulatory region sequence-specific ...",74,0,0.64,224,"1.00000","1.00000","1.00000","",""
"GO:0000992","RNA polymerase III cis-regulatory region...",12,0,0.1,225,"1.00000","1.00000","1.00000","",""
"GO:0000993","RNA polymerase II complex binding",14,0,0.12,226,"1.00000","1.00000","1.00000","",""
"GO:0000994","RNA polymerase III core binding",3,0,0.03,227,"1.00000","1.00000","1.00000","",""
"GO:0001006","RNA polymerase III type 3 promoter seque...",10,0,0.09,228,"1.00000","1.00000","1.00000","",""
"GO:0001016","RNA polymerase III transcription regulat...",12,0,0.1,229,"1.00000","1.00000","1.00000","",""
"GO:0001046","core promoter sequence-specific DNA bind...",3,0,0.03,230,"1.00000","1.00000","1.00000","",""
"GO:0001054","RNA polymerase I activity",4,0,0.03,231,"1.00000","1.00000","1.00000","",""
"GO:0001067","regulatory region nucleic acid binding",298,0,2.58,232,"1.00000","1.00000","1.00000","",""
"GO:0001085","RNA polymerase II transcription factor b...",41,0,0.35,233,"1.00000","1.00000","1.00000","",""
"GO:0001091","RNA polymerase II general transcription ...",12,0,0.1,234,"1.00000","1.00000","1.00000","",""
"GO:0001092","TFIIA-class transcription factor complex...",4,0,0.03,235,"1.00000","1.00000","1.00000","",""
"GO:0001094","TFIID-class transcription factor complex...",3,0,0.03,236,"1.00000","1.00000","1.00000","",""
"GO:0001096","TFIIF-class transcription factor complex...",3,0,0.03,237,"1.00000","1.00000","1.00000","",""
"GO:0001098","basal transcription machinery binding",27,0,0.23,238,"1.00000","1.00000","1.00000","",""
"GO:0001099","basal RNA polymerase II transcription ma...",27,0,0.23,239,"1.00000","1.00000","1.00000","",""
"GO:0001102","RNA polymerase II activating transcripti...",10,0,0.09,240,"1.00000","1.00000","1.00000","",""
"GO:0001216","DNA-binding transcription activator acti...",84,0,0.73,241,"1.00000","1.00000","1.00000","",""
"GO:0001217","DNA-binding transcription repressor acti...",55,0,0.48,242,"1.00000","1.00000","1.00000","",""
"GO:0001221","transcription cofactor binding",13,0,0.11,243,"1.00000","1.00000","1.00000","",""
"GO:0001223","transcription coactivator binding",13,0,0.11,244,"1.00000","1.00000","1.00000","",""
"GO:0001224","RNA polymerase II transcription cofactor...",5,0,0.04,245,"1.00000","1.00000","1.00000","",""
"GO:0001225","RNA polymerase II transcription coactiva...",5,0,0.04,246,"1.00000","1.00000","1.00000","",""
"GO:0001227","DNA-binding transcription repressor acti...",55,0,0.48,247,"1.00000","1.00000","1.00000","",""
"GO:0001228","DNA-binding transcription activator acti...",84,0,0.73,248,"1.00000","1.00000","1.00000","",""
"GO:0001540","amyloid-beta binding",3,0,0.03,249,"1.00000","1.00000","1.00000","",""
"GO:0001586","Gi/o-coupled serotonin receptor activity",3,0,0.03,250,"1.00000","1.00000","1.00000","",""
"GO:0001588","dopamine neurotransmitter receptor activ...",7,0,0.06,251,"1.00000","1.00000","1.00000","",""
"GO:0001591","dopamine neurotransmitter receptor activ...",4,0,0.03,252,"1.00000","1.00000","1.00000","",""
"GO:0001653","peptide receptor activity",49,0,0.42,253,"1.00000","1.00000","1.00000","",""
"GO:0001671","ATPase activator activity",10,0,0.09,254,"1.00000","1.00000","1.00000","",""
"GO:0001727","lipid kinase activity",4,0,0.03,255,"1.00000","1.00000","1.00000","",""
"GO:0001729","ceramide kinase activity",4,0,0.03,256,"1.00000","1.00000","1.00000","",""
"GO:0001784","phosphotyrosine residue binding",4,0,0.03,257,"1.00000","1.00000","1.00000","",""
"GO:0001786","phosphatidylserine binding",6,0,0.05,258,"1.00000","1.00000","1.00000","",""
"GO:0001882","nucleoside binding",51,0,0.44,259,"1.00000","1.00000","1.00000","",""
"GO:0001883","purine nucleoside binding",51,0,0.44,260,"1.00000","1.00000","1.00000","",""
"GO:0001965","G-protein alpha-subunit binding",6,0,0.05,261,"1.00000","1.00000","1.00000","",""
"GO:0002020","protease binding",16,0,0.14,262,"1.00000","1.00000","1.00000","",""
"GO:0002039","p53 binding",7,0,0.06,263,"1.00000","1.00000","1.00000","",""
"GO:0002046","opsin binding",3,0,0.03,264,"1.00000","1.00000","1.00000","",""
"GO:0002161","aminoacyl-tRNA editing activity",7,0,0.06,265,"1.00000","1.00000","1.00000","",""
"GO:0003678","DNA helicase activity",32,0,0.28,266,"1.00000","1.00000","1.00000","",""
"GO:0003680","minor groove of adenine-thymine-rich DNA...",4,0,0.03,267,"1.00000","1.00000","1.00000","",""
"GO:0003681","bent DNA binding",5,0,0.04,268,"1.00000","1.00000","1.00000","",""
"GO:0003682","chromatin binding",229,0,1.98,269,"1.00000","1.00000","1.00000","",""
"GO:0003684","damaged DNA binding",22,0,0.19,270,"1.00000","1.00000","1.00000","",""
"GO:0003688","DNA replication origin binding",10,0,0.09,271,"1.00000","1.00000","1.00000","",""
"GO:0003696","satellite DNA binding",4,0,0.03,272,"1.00000","1.00000","1.00000","",""
"GO:0003700","DNA-binding transcription factor activit...",450,0,3.89,273,"1.00000","1.00000","1.00000","",""
"GO:0003707","steroid hormone receptor activity",7,0,0.06,274,"1.00000","1.00000","1.00000","",""
"GO:0003712","transcription coregulator activity",160,0,1.38,275,"1.00000","1.00000","1.00000","",""
"GO:0003713","transcription coactivator activity",65,0,0.56,276,"1.00000","1.00000","1.00000","",""
"GO:0003714","transcription corepressor activity",41,0,0.35,277,"1.00000","1.00000","1.00000","",""
"GO:0003723","RNA binding",733,0,6.34,278,"1.00000","1.00000","1.00000","",""
"GO:0003724","RNA helicase activity",78,0,0.67,279,"1.00000","1.00000","1.00000","",""
"GO:0003725","double-stranded RNA binding",26,0,0.22,280,"1.00000","1.00000","1.00000","",""
"GO:0003727","single-stranded RNA binding",41,0,0.35,281,"1.00000","1.00000","1.00000","",""
"GO:0003729","mRNA binding",252,0,2.18,282,"1.00000","1.00000","1.00000","",""
"GO:0003730","mRNA 3'-UTR binding",41,0,0.35,283,"1.00000","1.00000","1.00000","",""
"GO:0003735","structural constituent of ribosome",213,0,1.84,284,"1.00000","1.00000","1.00000","",""
"GO:0003743","translation initiation factor activity",70,0,0.61,285,"1.00000","1.00000","1.00000","",""
"GO:0003746","translation elongation factor activity",20,0,0.17,286,"1.00000","1.00000","1.00000","",""
"GO:0003747","translation release factor activity",5,0,0.04,287,"1.00000","1.00000","1.00000","",""
"GO:0003756","protein disulfide isomerase activity",17,0,0.15,288,"1.00000","1.00000","1.00000","",""
"GO:0003774","motor activity",92,0,0.8,289,"1.00000","1.00000","1.00000","",""
"GO:0003777","microtubule motor activity",85,0,0.74,290,"1.00000","1.00000","1.00000","",""
"GO:0003779","actin binding",198,0,1.71,291,"1.00000","1.00000","1.00000","",""
"GO:0003833","beta-alanyl-dopamine synthase activity",3,0,0.03,292,"1.00000","1.00000","1.00000","",""
"GO:0003839","gamma-glutamylcyclotransferase activity",3,0,0.03,293,"1.00000","1.00000","1.00000","",""
"GO:0003857","3-hydroxyacyl-CoA dehydrogenase activity",3,0,0.03,294,"1.00000","1.00000","1.00000","",""
"GO:0003868","4-hydroxyphenylpyruvate dioxygenase acti...",3,0,0.03,295,"1.00000","1.00000","1.00000","",""
"GO:0003884","D-amino-acid oxidase activity",5,0,0.04,296,"1.00000","1.00000","1.00000","",""
"GO:0003887","DNA-directed DNA polymerase activity",24,0,0.21,297,"1.00000","1.00000","1.00000","",""
"GO:0003899","DNA-directed 5'-3' RNA polymerase activi...",28,0,0.24,298,"1.00000","1.00000","1.00000","",""
"GO:0003906","DNA-(apurinic or apyrimidinic site) endo...",11,0,0.1,299,"1.00000","1.00000","1.00000","",""
"GO:0003909","DNA ligase activity",6,0,0.05,300,"1.00000","1.00000","1.00000","",""
"GO:0003910","DNA ligase (ATP) activity",6,0,0.05,301,"1.00000","1.00000","1.00000","",""
"GO:0003916","DNA topoisomerase activity",7,0,0.06,302,"1.00000","1.00000","1.00000","",""
"GO:0003917","DNA topoisomerase type I (single strand ...",3,0,0.03,303,"1.00000","1.00000","1.00000","",""
"GO:0003924","GTPase activity",154,0,1.33,304,"1.00000","1.00000","1.00000","",""
"GO:0003950","NAD+ ADP-ribosyltransferase activity",3,0,0.03,305,"1.00000","1.00000","1.00000","",""
"GO:0003951","NAD+ kinase activity",6,0,0.05,306,"1.00000","1.00000","1.00000","",""
"GO:0003954","NADH dehydrogenase activity",39,0,0.34,307,"1.00000","1.00000","1.00000","",""
"GO:0003958","NADPH-hemoprotein reductase activity",5,0,0.04,308,"1.00000","1.00000","1.00000","",""
"GO:0003985","acetyl-CoA C-acetyltransferase activity",3,0,0.03,309,"1.00000","1.00000","1.00000","",""
"GO:0003988","acetyl-CoA C-acyltransferase activity",7,0,0.06,310,"1.00000","1.00000","1.00000","",""
"GO:0003990","acetylcholinesterase activity",3,0,0.03,311,"1.00000","1.00000","1.00000","",""
"GO:0003994","aconitate hydratase activity",4,0,0.03,312,"1.00000","1.00000","1.00000","",""
"GO:0003995","acyl-CoA dehydrogenase activity",9,0,0.08,313,"1.00000","1.00000","1.00000","",""
"GO:0003997","acyl-CoA oxidase activity",4,0,0.03,314,"1.00000","1.00000","1.00000","",""
"GO:0003998","acylphosphatase activity",3,0,0.03,315,"1.00000","1.00000","1.00000","",""
"GO:0004000","adenosine deaminase activity",5,0,0.04,316,"1.00000","1.00000","1.00000","",""
"GO:0004016","adenylate cyclase activity",16,0,0.14,317,"1.00000","1.00000","1.00000","",""
"GO:0004017","adenylate kinase activity",8,0,0.07,318,"1.00000","1.00000","1.00000","",""
"GO:0004020","adenylylsulfate kinase activity",4,0,0.03,319,"1.00000","1.00000","1.00000","",""
"GO:0004029","aldehyde dehydrogenase (NAD+) activity",5,0,0.04,320,"1.00000","1.00000","1.00000","",""
"GO:0004030","aldehyde dehydrogenase [NAD(P)+] activit...",5,0,0.04,321,"1.00000","1.00000","1.00000","",""
"GO:0004045","aminoacyl-tRNA hydrolase activity",3,0,0.03,322,"1.00000","1.00000","1.00000","",""
"GO:0004054","arginine kinase activity",4,0,0.03,323,"1.00000","1.00000","1.00000","",""
"GO:0004067","asparaginase activity",3,0,0.03,324,"1.00000","1.00000","1.00000","",""
"GO:0004069","L-aspartate:2-oxoglutarate aminotransfer...",4,0,0.03,325,"1.00000","1.00000","1.00000","",""
"GO:0004070","aspartate carbamoyltransferase activity",3,0,0.03,326,"1.00000","1.00000","1.00000","",""
"GO:0004087","carbamoyl-phosphate synthase (ammonia) a...",3,0,0.03,327,"1.00000","1.00000","1.00000","",""
"GO:0004088","carbamoyl-phosphate synthase (glutamine-...",3,0,0.03,328,"1.00000","1.00000","1.00000","",""
"GO:0004089","carbonate dehydratase activity",4,0,0.03,329,"1.00000","1.00000","1.00000","",""
"GO:0004096","catalase activity",6,0,0.05,330,"1.00000","1.00000","1.00000","",""
"GO:0004102","choline O-acetyltransferase activity",3,0,0.03,331,"1.00000","1.00000","1.00000","",""
"GO:0004104","cholinesterase activity",3,0,0.03,332,"1.00000","1.00000","1.00000","",""
"GO:0004112","cyclic-nucleotide phosphodiesterase acti...",13,0,0.11,333,"1.00000","1.00000","1.00000","",""
"GO:0004114","3',5'-cyclic-nucleotide phosphodiesteras...",12,0,0.1,334,"1.00000","1.00000","1.00000","",""
"GO:0004115","3',5'-cyclic-AMP phosphodiesterase activ...",8,0,0.07,335,"1.00000","1.00000","1.00000","",""
"GO:0004129","cytochrome-c oxidase activity",24,0,0.21,336,"1.00000","1.00000","1.00000","",""
"GO:0004132","dCMP deaminase activity",16,0,0.14,337,"1.00000","1.00000","1.00000","",""
"GO:0004143","diacylglycerol kinase activity",9,0,0.08,338,"1.00000","1.00000","1.00000","",""
"GO:0004151","dihydroorotase activity",3,0,0.03,339,"1.00000","1.00000","1.00000","",""
"GO:0004165","dodecenoyl-CoA delta-isomerase activity",3,0,0.03,340,"1.00000","1.00000","1.00000","",""
"GO:0004169","dolichyl-phosphate-mannose-protein manno...",6,0,0.05,341,"1.00000","1.00000","1.00000","",""
"GO:0004176","ATP-dependent peptidase activity",4,0,0.03,342,"1.00000","1.00000","1.00000","",""
"GO:0004190","aspartic-type endopeptidase activity",3,0,0.03,343,"1.00000","1.00000","1.00000","",""
"GO:0004198","calcium-dependent cysteine-type endopept...",7,0,0.06,344,"1.00000","1.00000","1.00000","",""
"GO:0004300","enoyl-CoA hydratase activity",6,0,0.05,345,"1.00000","1.00000","1.00000","",""
"GO:0004301","epoxide hydrolase activity",8,0,0.07,346,"1.00000","1.00000","1.00000","",""
"GO:0004312","fatty acid synthase activity",25,0,0.22,347,"1.00000","1.00000","1.00000","",""
"GO:0004322","ferroxidase activity",3,0,0.03,348,"1.00000","1.00000","1.00000","",""
"GO:0004332","fructose-bisphosphate aldolase activity",4,0,0.03,349,"1.00000","1.00000","1.00000","",""
"GO:0004333","fumarate hydratase activity",3,0,0.03,350,"1.00000","1.00000","1.00000","",""
"GO:0004351","glutamate decarboxylase activity",4,0,0.03,351,"1.00000","1.00000","1.00000","",""
"GO:0004352","glutamate dehydrogenase (NAD+) activity",12,0,0.1,352,"1.00000","1.00000","1.00000","",""
"GO:0004353","glutamate dehydrogenase [NAD(P)+] activi...",12,0,0.1,353,"1.00000","1.00000","1.00000","",""
"GO:0004359","glutaminase activity",4,0,0.03,354,"1.00000","1.00000","1.00000","",""
"GO:0004360","glutamine-fructose-6-phosphate transamin...",8,0,0.07,355,"1.00000","1.00000","1.00000","",""
"GO:0004364","glutathione transferase activity",15,0,0.13,356,"1.00000","1.00000","1.00000","",""
"GO:0004367","glycerol-3-phosphate dehydrogenase [NAD+...",3,0,0.03,357,"1.00000","1.00000","1.00000","",""
"GO:0004382","guanosine-diphosphatase activity",3,0,0.03,358,"1.00000","1.00000","1.00000","",""
"GO:0004383","guanylate cyclase activity",39,0,0.34,359,"1.00000","1.00000","1.00000","",""
"GO:0004385","guanylate kinase activity",9,0,0.08,360,"1.00000","1.00000","1.00000","",""
"GO:0004386","helicase activity",116,0,1,361,"1.00000","1.00000","1.00000","",""
"GO:0004396","hexokinase activity",4,0,0.03,362,"1.00000","1.00000","1.00000","",""
"GO:0004402","histone acetyltransferase activity",17,0,0.15,363,"1.00000","1.00000","1.00000","",""
"GO:0004407","histone deacetylase activity",16,0,0.14,364,"1.00000","1.00000","1.00000","",""
"GO:0004420","hydroxymethylglutaryl-CoA reductase (NAD...",3,0,0.03,365,"1.00000","1.00000","1.00000","",""
"GO:0004427","inorganic diphosphatase activity",3,0,0.03,366,"1.00000","1.00000","1.00000","",""
"GO:0004430","1-phosphatidylinositol 4-kinase activity",6,0,0.05,367,"1.00000","1.00000","1.00000","",""
"GO:0004435","phosphatidylinositol phospholipase C act...",3,0,0.03,368,"1.00000","1.00000","1.00000","",""
"GO:0004438","phosphatidylinositol-3-phosphatase activ...",9,0,0.08,369,"1.00000","1.00000","1.00000","",""
"GO:0004439","phosphatidylinositol-4,5-bisphosphate 5-...",4,0,0.03,370,"1.00000","1.00000","1.00000","",""
"GO:0004441","inositol-1,4-bisphosphate 1-phosphatase ...",5,0,0.04,371,"1.00000","1.00000","1.00000","",""
"GO:0004448","isocitrate dehydrogenase activity",6,0,0.05,372,"1.00000","1.00000","1.00000","",""
"GO:0004449","isocitrate dehydrogenase (NAD+) activity",5,0,0.04,373,"1.00000","1.00000","1.00000","",""
"GO:0004467","long-chain fatty acid-CoA ligase activit...",11,0,0.1,374,"1.00000","1.00000","1.00000","",""
"GO:0004470","malic enzyme activity",3,0,0.03,375,"1.00000","1.00000","1.00000","",""
"GO:0004473","malate dehydrogenase (decarboxylating) (...",3,0,0.03,376,"1.00000","1.00000","1.00000","",""
"GO:0004477","methenyltetrahydrofolate cyclohydrolase ...",5,0,0.04,377,"1.00000","1.00000","1.00000","",""
"GO:0004486","methylenetetrahydrofolate dehydrogenase ...",5,0,0.04,378,"1.00000","1.00000","1.00000","",""
"GO:0004487","methylenetetrahydrofolate dehydrogenase ...",4,0,0.03,379,"1.00000","1.00000","1.00000","",""
"GO:0004488","methylenetetrahydrofolate dehydrogenase ...",5,0,0.04,380,"1.00000","1.00000","1.00000","",""
"GO:0004505","phenylalanine 4-monooxygenase activity",3,0,0.03,381,"1.00000","1.00000","1.00000","",""
"GO:0004521","endoribonuclease activity",51,0,0.44,382,"1.00000","1.00000","1.00000","",""
"GO:0004523","RNA-DNA hybrid ribonuclease activity",3,0,0.03,383,"1.00000","1.00000","1.00000","",""
"GO:0004525","ribonuclease III activity",7,0,0.06,384,"1.00000","1.00000","1.00000","",""
"GO:0004526","ribonuclease P activity",4,0,0.03,385,"1.00000","1.00000","1.00000","",""
"GO:0004527","exonuclease activity",49,0,0.42,386,"1.00000","1.00000","1.00000","",""
"GO:0004529","exodeoxyribonuclease activity",14,0,0.12,387,"1.00000","1.00000","1.00000","",""
"GO:0004530","deoxyribonuclease I activity",4,0,0.03,388,"1.00000","1.00000","1.00000","",""
"GO:0004532","exoribonuclease activity",24,0,0.21,389,"1.00000","1.00000","1.00000","",""
"GO:0004535","poly(A)-specific ribonuclease activity",10,0,0.09,390,"1.00000","1.00000","1.00000","",""
"GO:0004540","ribonuclease activity",78,0,0.67,391,"1.00000","1.00000","1.00000","",""
"GO:0004549","tRNA-specific ribonuclease activity",6,0,0.05,392,"1.00000","1.00000","1.00000","",""
"GO:0004550","nucleoside diphosphate kinase activity",7,0,0.06,393,"1.00000","1.00000","1.00000","",""
"GO:0004551","nucleotide diphosphatase activity",3,0,0.03,394,"1.00000","1.00000","1.00000","",""
"GO:0004576","oligosaccharyl transferase activity",4,0,0.03,395,"1.00000","1.00000","1.00000","",""
"GO:0004579","dolichyl-diphosphooligosaccharide-protei...",4,0,0.03,396,"1.00000","1.00000","1.00000","",""
"GO:0004586","ornithine decarboxylase activity",5,0,0.04,397,"1.00000","1.00000","1.00000","",""
"GO:0004591","oxoglutarate dehydrogenase (succinyl-tra...",4,0,0.03,398,"1.00000","1.00000","1.00000","",""
"GO:0004596","peptide alpha-N-acetyltransferase activi...",10,0,0.09,399,"1.00000","1.00000","1.00000","",""
"GO:0004598","peptidylamidoglycolate lyase activity",3,0,0.03,400,"1.00000","1.00000","1.00000","",""
"GO:0004601","peroxidase activity",26,0,0.22,401,"1.00000","1.00000","1.00000","",""
"GO:0004611","phosphoenolpyruvate carboxykinase activi...",4,0,0.03,402,"1.00000","1.00000","1.00000","",""
"GO:0004613","phosphoenolpyruvate carboxykinase (GTP) ...",4,0,0.03,403,"1.00000","1.00000","1.00000","",""
"GO:0004620","phospholipase activity",11,0,0.1,404,"1.00000","1.00000","1.00000","",""
"GO:0004629","phospholipase C activity",3,0,0.03,405,"1.00000","1.00000","1.00000","",""
"GO:0004630","phospholipase D activity",3,0,0.03,406,"1.00000","1.00000","1.00000","",""
"GO:0004645","1,4-alpha-oligoglucan phosphorylase acti...",5,0,0.04,407,"1.00000","1.00000","1.00000","",""
"GO:0004652","polynucleotide adenylyltransferase activ...",8,0,0.07,408,"1.00000","1.00000","1.00000","",""
"GO:0004653","polypeptide N-acetylgalactosaminyltransf...",12,0,0.1,409,"1.00000","1.00000","1.00000","",""
"GO:0004659","prenyltransferase activity",9,0,0.08,410,"1.00000","1.00000","1.00000","",""
"GO:0004672","protein kinase activity",321,0,2.78,411,"1.00000","1.00000","1.00000","",""
"GO:0004674","protein serine/threonine kinase activity",240,0,2.08,412,"1.00000","1.00000","1.00000","",""
"GO:0004675","transmembrane receptor protein serine/th...",6,0,0.05,413,"1.00000","1.00000","1.00000","",""
"GO:0004683","calmodulin-dependent protein kinase acti...",22,0,0.19,414,"1.00000","1.00000","1.00000","",""
"GO:0004689","phosphorylase kinase activity",4,0,0.03,415,"1.00000","1.00000","1.00000","",""
"GO:0004690","cyclic nucleotide-dependent protein kina...",6,0,0.05,416,"1.00000","1.00000","1.00000","",""
"GO:0004691","cAMP-dependent protein kinase activity",3,0,0.03,417,"1.00000","1.00000","1.00000","",""
"GO:0004692","cGMP-dependent protein kinase activity",3,0,0.03,418,"1.00000","1.00000","1.00000","",""
"GO:0004693","cyclin-dependent protein serine/threonin...",21,0,0.18,419,"1.00000","1.00000","1.00000","",""
"GO:0004697","protein kinase C activity",3,0,0.03,420,"1.00000","1.00000","1.00000","",""
