"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0016310","phosphorylation",795,1,6.42,820,"0.99882","1.00000","0.99882","A0A026W4U7",""
"GO:0051641","cellular localization",1316,3,10.63,821,"0.99909","1.00000","0.99999","A0A026VVE4;A0A026VVU9;A0A026X3S9",";;"
"GO:0046907","intracellular transport",825,1,6.67,822,"0.99909","1.00000","0.99909","A0A026X3S9",""
"GO:1901566","organonitrogen compound biosynthetic pro...",1100,2,8.89,823,"0.99916","1.00000","0.99916","A0A026W0Q1;A0A026WG72",";"
"GO:0065007","biological regulation",5086,28,41.09,824,"0.99917","1.00000","1.00000","A0A026VU35;A0A026VVE4;A0A026VVU9;A0A026VY86;A0A026VZ76;A0A026VZ91;A0A026VZR5;A0A026W073;A0A026W2Z6;A0A026W3Q8;A0A026W4U7;A0A026W5F4;A0A026W6F6;A0A026W6F8;A0A026W798;A0A026WCB6;A0A026WDF3;A0A026WF43;A0A026WG30;A0A026WG66;A0A026WI68;A0A026WL55;A0A026WQ88;A0A026WSS1;A0A026WT37;A0A026WT83;A0A026WV46;A0A026X1V9",";serp;;;;;;;;;;;;;;;;;;;;;;CREG;;;;"
"GO:0044238","primary metabolic process",5217,29,42.15,825,"0.99920","1.00000","0.99999","A0A026VU23;A0A026VU35;A0A026VWE0;A0A026VXZ2;A0A026VZ76;A0A026W0P7;A0A026W0Q1;A0A026W1C7;A0A026W4U7;A0A026W6F6;A0A026WEB2;A0A026WFP0;A0A026WG72;A0A026WH69;A0A026WI06;A0A026WI68;A0A026WKS8;A0A026WL55;A0A026WM97;A0A026WMA6;A0A026WPF7;A0A026WSC7;A0A026WSE1;A0A026WSS1;A0A026WTW5;A0A026WYH3;A0A026X0X3;A0A026X1V9;A0A026X2U9",";;;;;;;;;;;;;;;;;;;;;;;;CREG;;;;"
"GO:0016043","cellular component organization",3657,17,29.55,187,"0.99931","1.00000","0.99999","A0A026VWV8;A0A026VZ91;A0A026VZR5;A0A026W3Q8;A0A026W4U7;A0A026WDK1;A0A026WG30;A0A026WG66;A0A026WN66;A0A026WV46;A0A026WWS5;A0A026WWV0;A0A026WXR1;A0A026X0X3;A0A026X1V9;A0A026X3S9;A0A026X5F3",";;;;;;;;;;;;;;;;"
"GO:0048609","multicellular organismal reproductive pr...",1353,3,10.93,826,"0.99932","1.00000","0.99932","A0A026W1C7;A0A026W4U7;A0A026WW33",";;"
"GO:0019953","sexual reproduction",1357,3,10.96,827,"0.99934","1.00000","0.99934","A0A026W1C7;A0A026W4U7;A0A026WMB6",";;"
"GO:0044703","multi-organism reproductive process",1357,3,10.96,828,"0.99934","1.00000","0.99934","A0A026W1C7;A0A026W4U7;A0A026WMB6",";;"
"GO:0008104","protein localization",868,1,7.01,829,"0.99938","1.00000","0.99938","A0A026X3S9",""
"GO:0022607","cellular component assembly",1579,4,12.76,183,"0.99941","0.99995","0.99941","A0A026VZR5;A0A026W4U7;A0A026WDK1;A0A026X5F3",";;;"
"GO:0048477","oogenesis",876,1,7.08,830,"0.99942","1.00000","0.99942","A0A026W4U7",""
"GO:0044267","cellular protein metabolic process",2345,8,18.95,186,"0.99955","1.00000","1.00000","A0A026VU23;A0A026VXZ2;A0A026VZ76;A0A026W0Q1;A0A026W4U7;A0A026WG72;A0A026WI68;A0A026WSE1",";;;;;;;"
"GO:0006357","regulation of transcription by RNA polym...",905,1,7.31,831,"0.99956","1.00000","0.99956","A0A026VU35","CREG"
"GO:0007292","female gamete generation",935,1,7.55,832,"0.99966","1.00000","0.99966","A0A026W4U7",""
"GO:0051173","positive regulation of nitrogen compound...",936,1,7.56,833,"0.99966","1.00000","0.99966","A0A026W4U7",""
"GO:0006366","transcription by RNA polymerase II",956,1,7.72,834,"0.99972","1.00000","0.99972","A0A026VU35","CREG"
"GO:0031325","positive regulation of cellular metaboli...",961,1,7.76,835,"0.99973","1.00000","0.99973","A0A026W4U7",""
"GO:0010604","positive regulation of macromolecule met...",979,1,7.91,836,"0.99977","1.00000","0.99977","A0A026W4U7",""
"GO:0007281","germ cell development",990,1,8,837,"0.99979","1.00000","0.99979","A0A026W4U7",""
"GO:0044237","cellular metabolic process",5429,29,43.86,838,"0.99981","1.00000","1.00000","A0A026VU23;A0A026VU35;A0A026VWQ3;A0A026VXZ2;A0A026VZ76;A0A026W0P7;A0A026W0Q1;A0A026W4J5;A0A026W4U7;A0A026W5E2;A0A026W6F6;A0A026WDK1;A0A026WG66;A0A026WG72;A0A026WGA6;A0A026WI68;A0A026WKS8;A0A026WL55;A0A026WM97;A0A026WSE1;A0A026WSH9;A0A026WSS1;A0A026WT37;A0A026WT83;A0A026WUA2;A0A026WYH3;A0A026WYV1;A0A026X0X3;A0A026X1V9",";;;;;;;serp;;;;;;;;;;;;;;;;;;;CREG;;"
"GO:0071840","cellular component organization or bioge...",3860,17,31.19,189,"0.99982","1.00000","1.00000","A0A026VWV8;A0A026VZ91;A0A026VZR5;A0A026W3Q8;A0A026W4U7;A0A026WDK1;A0A026WG30;A0A026WG66;A0A026WN66;A0A026WV46;A0A026WWS5;A0A026WWV0;A0A026WXR1;A0A026X0X3;A0A026X1V9;A0A026X3S9;A0A026X5F3",";;;;;;;;;;;;;;;;"
"GO:0009893","positive regulation of metabolic process",1029,1,8.31,839,"0.99986","1.00000","0.99986","A0A026W4U7",""
"GO:0044085","cellular component biogenesis",1805,4,14.58,185,"0.99990","0.99999","0.99990","A0A026VZR5;A0A026W4U7;A0A026WDK1;A0A026X5F3",";;;"
"GO:0022412","cellular process involved in reproductio...",1156,1,9.34,840,"0.99995","1.00000","0.99995","A0A026W4U7",""
"GO:0051179","localization",2839,9,22.94,841,"0.99996","1.00000","1.00000","A0A026VVE4;A0A026VVU9;A0A026W4J5;A0A026W4U7;A0A026W5F4;A0A026W6F8;A0A026W9I5;A0A026WTK0;A0A026X3S9",";;;;;;;;"
"GO:0031323","regulation of cellular metabolic process",2144,5,17.32,842,"0.99997","1.00000","1.00000","A0A026VU35;A0A026VZ76;A0A026W4U7;A0A026WG66;A0A026WI68",";;;;CREG"
"GO:0007276","gamete generation",1206,1,9.74,843,"0.99997","1.00000","0.99997","A0A026W4U7",""
"GO:0019222","regulation of metabolic process",2382,6,19.24,844,"0.99998","1.00000","1.00000","A0A026VU35;A0A026VZ76;A0A026W4U7;A0A026WG66;A0A026WI68;A0A026X1V9",";;;;;CREG"
"GO:0006355","regulation of transcription, DNA-templat...",1257,1,10.16,845,"0.99998","1.00000","0.99998","A0A026VU35","CREG"
"GO:0060255","regulation of macromolecule metabolic pr...",2233,5,18.04,846,"0.99998","1.00000","1.00000","A0A026VU35;A0A026VZ76;A0A026W4U7;A0A026WI68;A0A026X1V9",";;;;CREG"
"GO:1903506","regulation of nucleic acid-templated tra...",1281,1,10.35,847,"0.99999","1.00000","0.99999","A0A026VU35","CREG"
"GO:2001141","regulation of RNA biosynthetic process",1281,1,10.35,848,"0.99999","1.00000","0.99999","A0A026VU35","CREG"
"GO:0051171","regulation of nitrogen compound metaboli...",2051,4,16.57,849,"0.99999","1.00000","1.00000","A0A026VU35;A0A026VZ76;A0A026W4U7;A0A026WI68",";;;CREG"
"GO:0080090","regulation of primary metabolic process",2080,4,16.8,850,"0.99999","1.00000","1.00000","A0A026VU35;A0A026VZ76;A0A026W4U7;A0A026WI68",";;;CREG"
"GO:0006351","transcription, DNA-templated",1336,1,10.79,851,"0.99999","1.00000","0.99999","A0A026VU35","CREG"
"GO:0097659","nucleic acid-templated transcription",1346,1,10.87,852,"0.99999","1.00000","0.99999","A0A026VU35","CREG"
"GO:0032774","RNA biosynthetic process",1350,1,10.91,853,"0.99999","1.00000","0.99999","A0A026VU35","CREG"
"GO:0048518","positive regulation of biological proces...",1918,3,15.5,854,"0.99999","1.00000","0.99999","A0A026W4U7;A0A026W5F4;A0A026W798",";;"
"GO:0051252","regulation of RNA metabolic process",1405,1,11.35,855,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0050794","regulation of cellular process",4218,16,34.08,184,"1.00000","0.99999","1.00000","A0A026VU35;A0A026VZ76;A0A026VZ91;A0A026VZR5;A0A026W073;A0A026W2Z6;A0A026W4U7;A0A026W5F4;A0A026W6F8;A0A026W798;A0A026WG30;A0A026WG66;A0A026WI68;A0A026WQ88;A0A026WSS1;A0A026WV46",";;;;;;;;;;;;;;CREG;"
"GO:0010468","regulation of gene expression",1717,2,13.87,856,"1.00000","1.00000","1.00000","A0A026VU35;A0A026X1V9",";CREG"
"GO:2000112","regulation of cellular macromolecule bio...",1422,1,11.49,857,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0050789","regulation of biological process",4526,18,36.57,858,"1.00000","1.00000","1.00000","A0A026VU35;A0A026VZ76;A0A026VZ91;A0A026VZR5;A0A026W073;A0A026W2Z6;A0A026W4U7;A0A026W5F4;A0A026W6F8;A0A026W798;A0A026WDF3;A0A026WG30;A0A026WG66;A0A026WI68;A0A026WQ88;A0A026WSS1;A0A026WV46;A0A026X1V9",";;;;;;;;;;;;;;;;CREG;"
"GO:0010556","regulation of macromolecule biosynthetic...",1450,1,11.71,859,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0019219","regulation of nucleobase-containing comp...",1460,1,11.8,860,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0048522","positive regulation of cellular process",1769,2,14.29,861,"1.00000","1.00000","1.00000","A0A026W4U7;A0A026W5F4",";"
"GO:0031326","regulation of cellular biosynthetic proc...",1489,1,12.03,862,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0009889","regulation of biosynthetic process",1494,1,12.07,863,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0034654","nucleobase-containing compound biosynthe...",1607,1,12.98,864,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0009059","macromolecule biosynthetic process",2205,3,17.81,865,"1.00000","1.00000","1.00000","A0A026VU35;A0A026W0Q1;A0A026WG72",";;CREG"
"GO:0018130","heterocycle biosynthetic process",1693,1,13.68,866,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0019438","aromatic compound biosynthetic process",1698,1,13.72,867,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0044260","cellular macromolecule metabolic process",3784,11,30.57,188,"1.00000","1.00000","1.00000","A0A026VU23;A0A026VU35;A0A026VXZ2;A0A026VZ76;A0A026W0Q1;A0A026W4U7;A0A026WG72;A0A026WI68;A0A026WSE1;A0A026X0X3;A0A026X1V9",";;;;;;;;;;CREG"
"GO:1901362","organic cyclic compound biosynthetic pro...",1745,1,14.1,868,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0006996","organelle organization",2318,3,18.73,869,"1.00000","1.00000","1.00000","A0A026VZ91;A0A026WDK1;A0A026WG66",";;"
"GO:0034641","cellular nitrogen compound metabolic pro...",3332,8,26.92,870,"1.00000","1.00000","1.00000","A0A026VU35;A0A026W0P7;A0A026W6F6;A0A026WL55;A0A026WM97;A0A026WYH3;A0A026X0X3;A0A026X1V9",";;;;;CREG;;"
"GO:0034645","cellular macromolecule biosynthetic proc...",2165,2,17.49,871,"1.00000","1.00000","1.00000","A0A026VU35;A0A026WG72",";CREG"
"GO:0090304","nucleic acid metabolic process",2450,3,19.79,872,"1.00000","1.00000","1.00000","A0A026VU35;A0A026X0X3;A0A026X1V9",";;CREG"
"GO:0044249","cellular biosynthetic process",2707,4,21.87,873,"1.00000","1.00000","1.00000","A0A026VU35;A0A026W0Q1;A0A026WG72;A0A026WSS1",";;;CREG"
"GO:0016070","RNA metabolic process",2220,2,17.94,874,"1.00000","1.00000","1.00000","A0A026VU35;A0A026X1V9",";CREG"
"GO:1901576","organic substance biosynthetic process",2740,4,22.14,875,"1.00000","1.00000","1.00000","A0A026VU35;A0A026W0Q1;A0A026WG72;A0A026WSS1",";;;CREG"
"GO:0009058","biosynthetic process",2747,4,22.19,876,"1.00000","1.00000","1.00000","A0A026VU35;A0A026W0Q1;A0A026WG72;A0A026WSS1",";;;CREG"
"GO:0006725","cellular aromatic compound metabolic pro...",2976,5,24.04,877,"1.00000","1.00000","1.00000","A0A026VU35;A0A026WDK1;A0A026WM97;A0A026X0X3;A0A026X1V9",";;;;CREG"
"GO:1901360","organic cyclic compound metabolic proces...",3030,5,24.48,878,"1.00000","1.00000","1.00000","A0A026VU35;A0A026WDK1;A0A026WM97;A0A026X0X3;A0A026X1V9",";;;;CREG"
"GO:0006139","nucleobase-containing compound metabolic...",2822,4,22.8,879,"1.00000","1.00000","1.00000","A0A026VU35;A0A026WM97;A0A026X0X3;A0A026X1V9",";;;CREG"
"GO:0046483","heterocycle metabolic process",2905,4,23.47,880,"1.00000","1.00000","1.00000","A0A026VU35;A0A026WM97;A0A026X0X3;A0A026X1V9",";;;CREG"
"GO:0009987","cellular process",8669,53,70.04,190,"1.00000","1.00000","1.00000","A0A026VU23;A0A026VU35;A0A026VVE4;A0A026VVU9;A0A026VWQ3;A0A026VWV8;A0A026VXZ2;A0A026VY86;A0A026VZ76;A0A026VZ91;A0A026VZR5;A0A026W073;A0A026W0P7;A0A026W0Q1;A0A026W2Z6;A0A026W3Q8;A0A026W4J5;A0A026W4U7;A0A026W5E2;A0A026W5F4;A0A026W6F6;A0A026W6F8;A0A026W798;A0A026W9I5;A0A026WDK1;A0A026WG30;A0A026WG66;A0A026WG72;A0A026WGA6;A0A026WI68;A0A026WKS8;A0A026WL55;A0A026WM97;A0A026WMB6;A0A026WN66;A0A026WQ88;A0A026WSE1;A0A026WSH9;A0A026WSS1;A0A026WT37;A0A026WT83;A0A026WTK0;A0A026WUA2;A0A026WV46;A0A026WWS5;A0A026WWV0;A0A026WXR1;A0A026WYH3;A0A026WYV1;A0A026X0X3;A0A026X1V9;A0A026X3S9;A0A026X5F3",";;;;;;;;;;serp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CREG;;;;;"
"GO:0044271","cellular nitrogen compound biosynthetic ...",2202,1,17.79,881,"1.00000","1.00000","1.00000","A0A026VU35","CREG"
"GO:0010467","gene expression",2726,2,22.02,882,"1.00000","1.00000","1.00000","A0A026VU35;A0A026X1V9",";CREG"
"GO:0008150","biological_process",9407,76,76,883,"1.00000","1.00000","1.00000","A0A026VU23;A0A026VU35;A0A026VVE4;A0A026VVU9;A0A026VWE0;A0A026VWQ3;A0A026VWV8;A0A026VXZ2;A0A026VY86;A0A026VZ76;A0A026VZ91;A0A026VZR5;A0A026W073;A0A026W0P7;A0A026W0Q1;A0A026W1C7;A0A026W2Z6;A0A026W3Q8;A0A026W4J5;A0A026W4U7;A0A026W5E2;A0A026W5F4;A0A026W6F6;A0A026W6F8;A0A026W798;A0A026W9I5;A0A026WB04;A0A026WBC2;A0A026WCB6;A0A026WDB2;A0A026WDF3;A0A026WDK1;A0A026WEB2;A0A026WEW7;A0A026WF43;A0A026WFP0;A0A026WG30;A0A026WG66;A0A026WG72;A0A026WG77;A0A026WGA6;A0A026WH69;A0A026WH94;A0A026WI06;A0A026WI68;A0A026WKS8;A0A026WKW2;A0A026WL55;A0A026WM97;A0A026WMA6;A0A026WMB6;A0A026WN66;A0A026WPF7;A0A026WQ88;A0A026WSC7;A0A026WSE1;A0A026WSH9;A0A026WSS1;A0A026WT17;A0A026WT37;A0A026WT83;A0A026WTK0;A0A026WTW5;A0A026WUA2;A0A026WV46;A0A026WW33;A0A026WWS5;A0A026WWV0;A0A026WXR1;A0A026WYH3;A0A026WYV1;A0A026X0X3;A0A026X1V9;A0A026X2U9;A0A026X3S9;A0A026X5F3",";;;;;;;;;;serp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CREG;;;;;;;"
"GO:0000001","mitochondrion inheritance",6,0,0.05,884,"1.00000","1.00000","1.00000","",""
"GO:0000002","mitochondrial genome maintenance",20,0,0.16,885,"1.00000","1.00000","1.00000","",""
"GO:0000012","single strand break repair",4,0,0.03,886,"1.00000","1.00000","1.00000","",""
"GO:0000018","regulation of DNA recombination",30,0,0.24,887,"1.00000","1.00000","1.00000","",""
"GO:0000019","regulation of mitotic recombination",5,0,0.04,888,"1.00000","1.00000","1.00000","",""
"GO:0000022","mitotic spindle elongation",22,0,0.18,889,"1.00000","1.00000","1.00000","",""
"GO:0000027","ribosomal large subunit assembly",36,0,0.29,890,"1.00000","1.00000","1.00000","",""
"GO:0000028","ribosomal small subunit assembly",19,0,0.15,891,"1.00000","1.00000","1.00000","",""
"GO:0000038","very long-chain fatty acid metabolic pro...",16,0,0.13,892,"1.00000","1.00000","1.00000","",""
"GO:0000045","autophagosome assembly",42,0,0.34,893,"1.00000","1.00000","1.00000","",""
"GO:0000050","urea cycle",3,0,0.02,894,"1.00000","1.00000","1.00000","",""
"GO:0000054","ribosomal subunit export from nucleus",15,0,0.12,895,"1.00000","1.00000","1.00000","",""
"GO:0000055","ribosomal large subunit export from nucl...",8,0,0.06,896,"1.00000","1.00000","1.00000","",""
"GO:0000056","ribosomal small subunit export from nucl...",4,0,0.03,897,"1.00000","1.00000","1.00000","",""
"GO:0000070","mitotic sister chromatid segregation",148,0,1.2,898,"1.00000","1.00000","1.00000","",""
"GO:0000076","DNA replication checkpoint",21,0,0.17,899,"1.00000","1.00000","1.00000","",""
"GO:0000079","regulation of cyclin-dependent protein s...",19,0,0.15,900,"1.00000","1.00000","1.00000","",""
"GO:0000082","G1/S transition of mitotic cell cycle",60,0,0.48,901,"1.00000","1.00000","1.00000","",""
"GO:0000086","G2/M transition of mitotic cell cycle",53,0,0.43,902,"1.00000","1.00000","1.00000","",""
"GO:0000096","sulfur amino acid metabolic process",16,0,0.13,903,"1.00000","1.00000","1.00000","",""
"GO:0000097","sulfur amino acid biosynthetic process",6,0,0.05,904,"1.00000","1.00000","1.00000","",""
"GO:0000132","establishment of mitotic spindle orienta...",35,0,0.28,905,"1.00000","1.00000","1.00000","",""
"GO:0000154","rRNA modification",37,0,0.3,906,"1.00000","1.00000","1.00000","",""
"GO:0000165","MAPK cascade",174,0,1.41,907,"1.00000","1.00000","1.00000","",""
"GO:0000185","activation of MAPKKK activity",6,0,0.05,908,"1.00000","1.00000","1.00000","",""
"GO:0000186","activation of MAPKK activity",13,0,0.11,909,"1.00000","1.00000","1.00000","",""
"GO:0000187","activation of MAPK activity",18,0,0.15,910,"1.00000","1.00000","1.00000","",""
"GO:0000209","protein polyubiquitination",90,0,0.73,911,"1.00000","1.00000","1.00000","",""
"GO:0000212","meiotic spindle organization",48,0,0.39,912,"1.00000","1.00000","1.00000","",""
"GO:0000244","spliceosomal tri-snRNP complex assembly",4,0,0.03,913,"1.00000","1.00000","1.00000","",""
"GO:0000245","spliceosomal complex assembly",30,0,0.24,914,"1.00000","1.00000","1.00000","",""
"GO:0000266","mitochondrial fission",17,0,0.14,915,"1.00000","1.00000","1.00000","",""
"GO:0000271","polysaccharide biosynthetic process",18,0,0.15,916,"1.00000","1.00000","1.00000","",""
"GO:0000272","polysaccharide catabolic process",24,0,0.19,917,"1.00000","1.00000","1.00000","",""
"GO:0000278","mitotic cell cycle",629,0,5.08,918,"1.00000","1.00000","1.00000","",""
"GO:0000280","nuclear division",373,0,3.01,919,"1.00000","1.00000","1.00000","",""
"GO:0000281","mitotic cytokinesis",89,0,0.72,920,"1.00000","1.00000","1.00000","",""
"GO:0000288","nuclear-transcribed mRNA catabolic proce...",49,0,0.4,921,"1.00000","1.00000","1.00000","",""
"GO:0000289","nuclear-transcribed mRNA poly(A) tail sh...",28,0,0.23,922,"1.00000","1.00000","1.00000","",""
"GO:0000290","deadenylation-dependent decapping of nuc...",10,0,0.08,923,"1.00000","1.00000","1.00000","",""
"GO:0000291","nuclear-transcribed mRNA catabolic proce...",11,0,0.09,924,"1.00000","1.00000","1.00000","",""
"GO:0000301","retrograde transport, vesicle recycling ...",5,0,0.04,925,"1.00000","1.00000","1.00000","",""
"GO:0000335","negative regulation of transposition, DN...",16,0,0.13,926,"1.00000","1.00000","1.00000","",""
"GO:0000337","regulation of transposition, DNA-mediate...",16,0,0.13,927,"1.00000","1.00000","1.00000","",""
"GO:0000338","protein deneddylation",15,0,0.12,928,"1.00000","1.00000","1.00000","",""
"GO:0000349","generation of catalytic spliceosome for ...",4,0,0.03,929,"1.00000","1.00000","1.00000","",""
"GO:0000350","generation of catalytic spliceosome for ...",4,0,0.03,930,"1.00000","1.00000","1.00000","",""
"GO:0000375","RNA splicing, via transesterification re...",329,0,2.66,931,"1.00000","1.00000","1.00000","",""
"GO:0000377","RNA splicing, via transesterification re...",329,0,2.66,932,"1.00000","1.00000","1.00000","",""
"GO:0000379","tRNA-type intron splice site recognition...",3,0,0.02,933,"1.00000","1.00000","1.00000","",""
"GO:0000380","alternative mRNA splicing, via spliceoso...",78,0,0.63,934,"1.00000","1.00000","1.00000","",""
"GO:0000381","regulation of alternative mRNA splicing,...",78,0,0.63,935,"1.00000","1.00000","1.00000","",""
"GO:0000387","spliceosomal snRNP assembly",19,0,0.15,936,"1.00000","1.00000","1.00000","",""
"GO:0000389","mRNA 3'-splice site recognition",7,0,0.06,937,"1.00000","1.00000","1.00000","",""
"GO:0000393","spliceosomal conformational changes to g...",8,0,0.06,938,"1.00000","1.00000","1.00000","",""
"GO:0000394","RNA splicing, via endonucleolytic cleava...",8,0,0.06,939,"1.00000","1.00000","1.00000","",""
"GO:0000395","mRNA 5'-splice site recognition",4,0,0.03,940,"1.00000","1.00000","1.00000","",""
"GO:0000398","mRNA splicing, via spliceosome",329,0,2.66,941,"1.00000","1.00000","1.00000","",""
"GO:0000414","regulation of histone H3-K36 methylation",4,0,0.03,942,"1.00000","1.00000","1.00000","",""
"GO:0000447","endonucleolytic cleavage in ITS1 to sepa...",5,0,0.04,943,"1.00000","1.00000","1.00000","",""
"GO:0000459","exonucleolytic trimming involved in rRNA...",6,0,0.05,944,"1.00000","1.00000","1.00000","",""
"GO:0000460","maturation of 5.8S rRNA",29,0,0.23,945,"1.00000","1.00000","1.00000","",""
"GO:0000462","maturation of SSU-rRNA from tricistronic...",52,0,0.42,946,"1.00000","1.00000","1.00000","",""
"GO:0000463","maturation of LSU-rRNA from tricistronic...",12,0,0.1,947,"1.00000","1.00000","1.00000","",""
"GO:0000466","maturation of 5.8S rRNA from tricistroni...",17,0,0.14,948,"1.00000","1.00000","1.00000","",""
"GO:0000467","exonucleolytic trimming to generate matu...",6,0,0.05,949,"1.00000","1.00000","1.00000","",""
"GO:0000469","cleavage involved in rRNA processing",25,0,0.2,950,"1.00000","1.00000","1.00000","",""
"GO:0000470","maturation of LSU-rRNA",30,0,0.24,951,"1.00000","1.00000","1.00000","",""
"GO:0000478","endonucleolytic cleavage involved in rRN...",14,0,0.11,952,"1.00000","1.00000","1.00000","",""
"GO:0000479","endonucleolytic cleavage of tricistronic...",14,0,0.11,953,"1.00000","1.00000","1.00000","",""
"GO:0000491","small nucleolar ribonucleoprotein comple...",6,0,0.05,954,"1.00000","1.00000","1.00000","",""
"GO:0000492","box C/D snoRNP assembly",3,0,0.02,955,"1.00000","1.00000","1.00000","",""
"GO:0000493","box H/ACA snoRNP assembly",3,0,0.02,956,"1.00000","1.00000","1.00000","",""
"GO:0000578","embryonic axis specification",208,0,1.68,957,"1.00000","1.00000","1.00000","",""
"GO:0000706","meiotic DNA double-strand break processi...",7,0,0.06,958,"1.00000","1.00000","1.00000","",""
"GO:0000707","meiotic DNA recombinase assembly",3,0,0.02,959,"1.00000","1.00000","1.00000","",""
"GO:0000710","meiotic mismatch repair",4,0,0.03,960,"1.00000","1.00000","1.00000","",""
"GO:0000711","meiotic DNA repair synthesis",5,0,0.04,961,"1.00000","1.00000","1.00000","",""
"GO:0000712","resolution of meiotic recombination inte...",13,0,0.11,962,"1.00000","1.00000","1.00000","",""
"GO:0000723","telomere maintenance",37,0,0.3,963,"1.00000","1.00000","1.00000","",""
"GO:0000724","double-strand break repair via homologou...",59,0,0.48,964,"1.00000","1.00000","1.00000","",""
"GO:0000725","recombinational repair",59,0,0.48,965,"1.00000","1.00000","1.00000","",""
"GO:0000726","non-recombinational repair",17,0,0.14,966,"1.00000","1.00000","1.00000","",""
"GO:0000727","double-strand break repair via break-ind...",8,0,0.06,967,"1.00000","1.00000","1.00000","",""
"GO:0000729","DNA double-strand break processing",9,0,0.07,968,"1.00000","1.00000","1.00000","",""
"GO:0000730","DNA recombinase assembly",4,0,0.03,969,"1.00000","1.00000","1.00000","",""
"GO:0000731","DNA synthesis involved in DNA repair",19,0,0.15,970,"1.00000","1.00000","1.00000","",""
"GO:0000733","DNA strand renaturation",4,0,0.03,971,"1.00000","1.00000","1.00000","",""
"GO:0000738","DNA catabolic process, exonucleolytic",5,0,0.04,972,"1.00000","1.00000","1.00000","",""
"GO:0000741","karyogamy",8,0,0.06,973,"1.00000","1.00000","1.00000","",""
"GO:0000768","syncytium formation by plasma membrane f...",84,0,0.68,974,"1.00000","1.00000","1.00000","",""
"GO:0000819","sister chromatid segregation",161,0,1.3,975,"1.00000","1.00000","1.00000","",""
"GO:0000910","cytokinesis",148,0,1.2,976,"1.00000","1.00000","1.00000","",""
"GO:0000912","assembly of actomyosin apparatus involve...",31,0,0.25,977,"1.00000","1.00000","1.00000","",""
"GO:0000915","actomyosin contractile ring assembly",29,0,0.23,978,"1.00000","1.00000","1.00000","",""
"GO:0000916","actomyosin contractile ring contraction",20,0,0.16,979,"1.00000","1.00000","1.00000","",""
"GO:0000920","septum digestion after cytokinesis",3,0,0.02,980,"1.00000","1.00000","1.00000","",""
"GO:0000959","mitochondrial RNA metabolic process",39,0,0.32,981,"1.00000","1.00000","1.00000","",""
"GO:0000963","mitochondrial RNA processing",22,0,0.18,982,"1.00000","1.00000","1.00000","",""
"GO:0000965","mitochondrial RNA 3'-end processing",4,0,0.03,983,"1.00000","1.00000","1.00000","",""
"GO:0000966","RNA 5'-end processing",13,0,0.11,984,"1.00000","1.00000","1.00000","",""
"GO:0000972","transcription-dependent tethering of RNA...",7,0,0.06,985,"1.00000","1.00000","1.00000","",""
"GO:0000973","posttranscriptional tethering of RNA pol...",4,0,0.03,986,"1.00000","1.00000","1.00000","",""
"GO:0001101","response to acid chemical",29,0,0.23,987,"1.00000","1.00000","1.00000","",""
"GO:0001109","promoter clearance during DNA-templated ...",12,0,0.1,988,"1.00000","1.00000","1.00000","",""
"GO:0001111","promoter clearance from RNA polymerase I...",12,0,0.1,989,"1.00000","1.00000","1.00000","",""
"GO:0001112","DNA-templated transcription open complex...",11,0,0.09,990,"1.00000","1.00000","1.00000","",""
"GO:0001113","transcription open complex formation at ...",11,0,0.09,991,"1.00000","1.00000","1.00000","",""
"GO:0001120","protein-DNA complex remodeling",11,0,0.09,992,"1.00000","1.00000","1.00000","",""
"GO:0001173","DNA-templated transcriptional start site...",12,0,0.1,993,"1.00000","1.00000","1.00000","",""
"GO:0001174","transcriptional start site selection at ...",12,0,0.1,994,"1.00000","1.00000","1.00000","",""
"GO:0001178","regulation of transcriptional start site...",10,0,0.08,995,"1.00000","1.00000","1.00000","",""
"GO:0001192","maintenance of transcriptional fidelity ...",3,0,0.02,996,"1.00000","1.00000","1.00000","",""
"GO:0001193","maintenance of transcriptional fidelity ...",3,0,0.02,997,"1.00000","1.00000","1.00000","",""
"GO:0001504","neurotransmitter uptake",8,0,0.06,998,"1.00000","1.00000","1.00000","",""
"GO:0001505","regulation of neurotransmitter levels",190,0,1.54,999,"1.00000","1.00000","1.00000","",""
"GO:0001508","action potential",22,0,0.18,1000,"1.00000","1.00000","1.00000","",""
"GO:0001510","RNA methylation",51,0,0.41,1001,"1.00000","1.00000","1.00000","",""
