"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0018022","peptidyl-lysine methylation",102,1,0.83,657,"0.56776","1.00000","0.56776","A0A026W0S2","SETMAR"
"GO:0043413","macromolecule glycosylation",102,1,0.83,658,"0.56776","1.00000","0.56776","A0A026WG72",""
"GO:0006457","protein folding",104,1,0.85,148,"0.57485","0.57485","0.57485","A0A026W073","TrxT"
"GO:0030705","cytoskeleton-dependent intracellular tra...",104,1,0.85,659,"0.57485","1.00000","0.57485","A0A026X3S9",""
"GO:0002165","instar larval or pupal development",879,7,7.16,660,"0.58272","1.00000","0.91211","A0A026VZR5;A0A026WCB6;A0A026WF43;A0A026WH94;A0A026WI68;A0A026WV46;A0A026X3S9",";;;Fas2;;;"
"GO:0007043","cell-cell junction assembly",107,1,0.87,661,"0.58527","1.00000","0.58527","A0A026X5F3",""
"GO:0007093","mitotic cell cycle checkpoint",107,1,0.87,662,"0.58527","1.00000","0.58527","A0A026W0S2","SETMAR"
"GO:0007612","learning",107,1,0.87,663,"0.58527","1.00000","0.58527","A0A026VZR5","Fas2"
"GO:0045475","locomotor rhythm",107,1,0.87,664,"0.58527","1.00000","0.58527","A0A026VVE4","Fer2LCH"
"GO:0050807","regulation of synapse organization",241,2,1.96,167,"0.58841","0.70847","0.58841","A0A026VZR5;A0A026WG66","Fas2;Sod"
"GO:0009950","dorsal/ventral axis specification",109,1,0.89,152,"0.59208","0.59208","0.59208","A0A026WPM3","SRPN3"
"GO:0071407","cellular response to organic cyclic comp...",109,1,0.89,665,"0.59208","1.00000","0.59208","A0A026WJG2","TFPI"
"GO:0072001","renal system development",110,1,0.9,666,"0.59544","1.00000","0.59544","A0A026W4U7","Pvf1"
"GO:0001655","urogenital system development",111,1,0.9,667,"0.59877","1.00000","0.59877","A0A026W4U7","Pvf1"
"GO:0008284","positive regulation of cell population p...",111,1,0.9,153,"0.59877","0.59877","0.59877","A0A026W4U7","Pvf1"
"GO:0019748","secondary metabolic process",112,1,0.91,668,"0.60208","1.00000","0.60208","A0A026WPM3","SRPN3"
"GO:0006402","mRNA catabolic process",113,1,0.92,669,"0.60536","1.00000","0.60536","A0A026X1V9",""
"GO:0007178","transmembrane receptor protein serine/th...",113,1,0.92,670,"0.60536","1.00000","0.60536","A0A026WV46",""
"GO:0016319","mushroom body development",113,1,0.92,154,"0.60536","0.60536","0.60536","A0A026VZR5","Fas2"
"GO:0016322","neuron remodeling",113,1,0.92,671,"0.60536","1.00000","0.60536","A0A026VZR5","Fas2"
"GO:0120036","plasma membrane bounded cell projection ...",1026,8,8.36,672,"0.60672","1.00000","0.99397","A0A026VZR5;A0A026W3Q8;A0A026WN66;A0A026WWS5;A0A026WWV0;A0A026WXR1;A0A026X1V9;A0A026X3S9",";;;;Fas2;;;"
"GO:0051129","negative regulation of cellular componen...",250,2,2.04,673,"0.60855","1.00000","0.60855","A0A026W0S2;A0A026WG30","SETMAR;Cpap3-a1"
"GO:0070085","glycosylation",114,1,0.93,674,"0.60861","1.00000","0.60861","A0A026WG72",""
"GO:0007616","long-term memory",115,1,0.94,155,"0.61183","0.61183","0.61183","A0A026X3S9",""
"GO:0008544","epidermis development",116,1,0.95,675,"0.61503","1.00000","0.61503","A0A026X3S9",""
"GO:0042551","neuron maturation",116,1,0.95,676,"0.61503","1.00000","0.61503","A0A026VZR5","Fas2"
"GO:0016571","histone methylation",117,1,0.95,677,"0.61821","1.00000","0.61821","A0A026W0S2","SETMAR"
"GO:0010721","negative regulation of cell development",118,1,0.96,678,"0.62136","1.00000","0.62136","A0A026VZR5","Fas2"
"GO:0048871","multicellular organismal homeostasis",119,1,0.97,679,"0.62448","1.00000","0.62448","A0A026VY86",""
"GO:0007173","epidermal growth factor receptor signali...",120,1,0.98,680,"0.62758","1.00000","0.62758","A0A026VZR5","Fas2"
"GO:0038127","ERBB signaling pathway",120,1,0.98,681,"0.62758","1.00000","0.62758","A0A026VZR5","Fas2"
"GO:0006959","humoral immune response",121,1,0.99,682,"0.63065","1.00000","0.63065","A0A026VVE4","Fer2LCH"
"GO:0003008","system process",791,6,6.44,683,"0.63269","1.00000","0.63269","A0A026VY86;A0A026VZR5;A0A026WL55;A0A026X1V9;A0A026X3N5;A0A026X3S9",";;Fas2;;;"
"GO:0035222","wing disc pattern formation",122,1,0.99,684,"0.63370","1.00000","0.63370","A0A026WBC2",""
"GO:0042493","response to drug",262,2,2.13,157,"0.63424","0.63424","0.63424","A0A026VZR5;A0A026WPM3","Fas2;SRPN3"
"GO:0050795","regulation of behavior",123,1,1,685,"0.63672","1.00000","0.63672","A0A026X3N5",""
"GO:0006479","protein methylation",124,1,1.01,686,"0.63971","1.00000","0.63971","A0A026W0S2","SETMAR"
"GO:0008213","protein alkylation",124,1,1.01,687,"0.63971","1.00000","0.63971","A0A026W0S2","SETMAR"
"GO:0044282","small molecule catabolic process",124,1,1.01,688,"0.63971","1.00000","0.63971","A0A026X2U9",""
"GO:0051052","regulation of DNA metabolic process",124,1,1.01,689,"0.63971","1.00000","0.63971","A0A026W0S2","SETMAR"
"GO:0001700","embryonic development via the syncytial ...",265,2,2.16,690,"0.64046","1.00000","0.64046","A0A026VY86;A0A026WV46",";"
"GO:0008344","adult locomotory behavior",125,1,1.02,158,"0.64269","0.64269","0.64269","A0A026WL55",""
"GO:0030431","sleep",125,1,1.02,691,"0.64269","1.00000","0.64269","A0A026X3N5",""
"GO:0007605","sensory perception of sound",126,1,1.03,159,"0.64564","0.64564","0.64564","A0A026X1V9",""
"GO:0048513","animal organ development",1829,14,14.9,205,"0.64746","0.96013","0.86239","A0A026VY86;A0A026VZR5;A0A026W4U7;A0A026W5E2;A0A026WBC2;A0A026WCB6;A0A026WF43;A0A026WH94;A0A026WI68;A0A026WT37;A0A026WV46;A0A026X326;A0A026X3N5;A0A026X3S9",";;;;;Fas2;verm;;;;Pvf1;TREH;;"
"GO:0007286","spermatid development",127,1,1.03,692,"0.64856","1.00000","0.64856","A0A026X3N5",""
"GO:0007167","enzyme linked receptor protein signaling...",407,3,3.32,693,"0.65040","1.00000","0.65040","A0A026VZR5;A0A026W4U7;A0A026WV46",";Fas2;Pvf1"
"GO:0050803","regulation of synapse structure or activ...",270,2,2.2,694,"0.65064","1.00000","0.65064","A0A026VZR5;A0A026WG66","Fas2;Sod"
"GO:0009101","glycoprotein biosynthetic process",129,1,1.05,695,"0.65434","1.00000","0.65434","A0A026WG72",""
"GO:0030097","hemopoiesis",130,1,1.06,696,"0.65719","1.00000","0.65719","A0A026W4U7","Pvf1"
"GO:0009152","purine ribonucleotide biosynthetic proce...",131,1,1.07,697,"0.66002","1.00000","0.66002","A0A026X0M9","ATPsynbeta"
"GO:0010033","response to organic substance",682,5,5.56,698,"0.66081","1.00000","0.66081","A0A026VZR5;A0A026W798;A0A026WJG2;A0A026WL55;A0A026WPM3","GNBP3;Fas2;SRPN3;TFPI;"
"GO:0008152","metabolic process",6047,48,49.27,130,"0.66093","0.37459","0.99949","A0A026VTG8;A0A026VU23;A0A026VU35;A0A026VWE0;A0A026VXZ2;A0A026W073;A0A026W0P7;A0A026W0Q1;A0A026W0S2;A0A026W1C7;A0A026W2Z6;A0A026W4J5;A0A026W4U7;A0A026W5E2;A0A026W5L3;A0A026WDB2;A0A026WDK1;A0A026WEB2;A0A026WFP0;A0A026WG66;A0A026WG72;A0A026WGA6;A0A026WH69;A0A026WI06;A0A026WI68;A0A026WJG2;A0A026WJK5;A0A026WJN5;A0A026WKS8;A0A026WL55;A0A026WM97;A0A026WMB6;A0A026WPF7;A0A026WPM3;A0A026WSC7;A0A026WSE1;A0A026WSH9;A0A026WT37;A0A026WU73;A0A026WUA2;A0A026WYH3;A0A026WYV1;A0A026X0M9;A0A026X0X3;A0A026X1V9;A0A026X2U9;A0A026X326;A0A026X3N5",";;Hexo1;Mal-A3;;;Cht3;;;;;ATPsynbeta;;Cht5;;;;;;Nep2;;;;verm;;;;SETMAR;;SRPN3;;TrxT;Pvf1;;Sod;Fuca;Ppib;TREH;;;;;CREG;;TFPI;;;"
"GO:0007626","locomotory behavior",276,2,2.25,175,"0.66256","0.79737","0.66256","A0A026VVE4;A0A026WL55",";Fer2LCH"
"GO:0045787","positive regulation of cell cycle",132,1,1.08,699,"0.66283","1.00000","0.66283","A0A026W0S2","SETMAR"
"GO:0007591","molting cycle, chitin-based cuticle",133,1,1.08,700,"0.66562","1.00000","0.66562","A0A026WYV1","Cht5"
"GO:0042303","molting cycle",133,1,1.08,701,"0.66562","1.00000","0.66562","A0A026WYV1","Cht5"
"GO:0055002","striated muscle cell development",133,1,1.08,702,"0.66562","1.00000","0.66562","A0A026VY86",""
"GO:0035120","post-embryonic appendage morphogenesis",554,4,4.51,199,"0.66843","0.94623","0.66843","A0A026WCB6;A0A026WF43;A0A026WI68;A0A026X3S9",";;;"
"GO:0055001","muscle cell development",135,1,1.1,703,"0.67112","1.00000","0.67112","A0A026VY86",""
"GO:0006401","RNA catabolic process",136,1,1.11,704,"0.67383","1.00000","0.67383","A0A026X1V9",""
"GO:0010948","negative regulation of cell cycle proces...",136,1,1.11,705,"0.67383","1.00000","0.67383","A0A026W0S2","SETMAR"
"GO:0016197","endosomal transport",138,1,1.12,161,"0.67920","0.67920","0.67920","A0A026X3S9",""
"GO:0048515","spermatid differentiation",138,1,1.12,706,"0.67920","1.00000","0.67920","A0A026X3N5",""
"GO:0009792","embryo development ending in birth or eg...",285,2,2.32,707,"0.67984","1.00000","0.67984","A0A026VY86;A0A026WV46",";"
"GO:0098657","import into cell",285,2,2.32,708,"0.67984","1.00000","1.00000","A0A026VVE4;A0A026VVU9","Fer1HCH;Fer2LCH"
"GO:0045930","negative regulation of mitotic cell cycl...",139,1,1.13,709,"0.68185","1.00000","0.68185","A0A026W0S2","SETMAR"
"GO:0006302","double-strand break repair",140,1,1.14,710,"0.68448","1.00000","0.68448","A0A026W0S2","SETMAR"
"GO:0007435","salivary gland morphogenesis",140,1,1.14,163,"0.68448","0.68448","0.68448","A0A026W4U7","Pvf1"
"GO:0030001","metal ion transport",288,2,2.35,711,"0.68544","1.00000","1.00000","A0A026VVE4;A0A026VVU9","Fer1HCH;Fer2LCH"
"GO:0006164","purine nucleotide biosynthetic process",141,1,1.15,712,"0.68709","1.00000","0.68709","A0A026X0M9","ATPsynbeta"
"GO:0007155","cell adhesion",289,2,2.35,713,"0.68729","1.00000","0.68729","A0A026VZ91;A0A026VZR5",";Fas2"
"GO:0022610","biological adhesion",290,2,2.36,714,"0.68913","1.00000","0.68913","A0A026VZ91;A0A026VZR5",";Fas2"
"GO:0009260","ribonucleotide biosynthetic process",142,1,1.16,715,"0.68968","1.00000","0.68968","A0A026X0M9","ATPsynbeta"
"GO:0022612","gland morphogenesis",142,1,1.16,716,"0.68968","1.00000","0.68968","A0A026W4U7","Pvf1"
"GO:0046390","ribose phosphate biosynthetic process",142,1,1.16,717,"0.68968","1.00000","0.68968","A0A026X0M9","ATPsynbeta"
"GO:0035114","imaginal disc-derived appendage morphoge...",570,4,4.64,210,"0.69039","0.97763","0.69039","A0A026WCB6;A0A026WF43;A0A026WI68;A0A026X3S9",";;;"
"GO:0034330","cell junction organization",571,4,4.65,174,"0.69172","0.79244","0.69172","A0A026VZR5;A0A026WG66;A0A026X3S9;A0A026X5F3",";Fas2;Sod;"
"GO:0007349","cellularization",144,1,1.17,718,"0.69479","1.00000","0.69479","A0A026X3N5",""
"GO:0010506","regulation of autophagy",144,1,1.17,719,"0.69479","1.00000","0.69479","A0A026WG66","Sod"
"GO:0072522","purine-containing compound biosynthetic ...",144,1,1.17,720,"0.69479","1.00000","0.69479","A0A026X0M9","ATPsynbeta"
"GO:0035107","appendage morphogenesis",575,4,4.68,208,"0.69704","0.97583","0.69704","A0A026WCB6;A0A026WF43;A0A026WI68;A0A026X3S9",";;;"
"GO:0006261","DNA-dependent DNA replication",145,1,1.18,721,"0.69731","1.00000","0.69731","A0A026W0S2","SETMAR"
"GO:0045216","cell-cell junction organization",145,1,1.18,722,"0.69731","1.00000","0.69731","A0A026X5F3",""
"GO:0050954","sensory perception of mechanical stimulu...",145,1,1.18,723,"0.69731","1.00000","0.69731","A0A026X1V9",""
"GO:0022603","regulation of anatomical structure morph...",437,3,3.56,724,"0.69772","1.00000","0.69772","A0A026VZ91;A0A026VZR5;A0A026WV46",";;Fas2"
"GO:0010876","lipid localization",146,1,1.19,725,"0.69981","1.00000","0.69981","A0A026W6F8",""
"GO:0048737","imaginal disc-derived appendage developm...",578,4,4.71,209,"0.70098","0.97717","0.70098","A0A026WCB6;A0A026WF43;A0A026WI68;A0A026X3S9",";;;"
"GO:0007169","transmembrane receptor protein tyrosine ...",298,2,2.43,726,"0.70354","1.00000","0.70354","A0A026VZR5;A0A026W4U7","Fas2;Pvf1"
"GO:0070887","cellular response to chemical stimulus",581,4,4.73,727,"0.70489","1.00000","0.70489","A0A026W073;A0A026WG66;A0A026WJG2;A0A026WL55","TrxT;Sod;TFPI;"
"GO:0006974","cellular response to DNA damage stimulus",299,2,2.44,728,"0.70530","1.00000","0.70530","A0A026W0S2;A0A026WQ88","SETMAR;Tim2"
"GO:0051241","negative regulation of multicellular org...",300,2,2.44,184,"0.70705","0.85898","0.70705","A0A026VZR5;A0A026WJG2","Fas2;TFPI"
"GO:0002520","immune system development",150,1,1.22,729,"0.70962","1.00000","0.70962","A0A026W4U7","Pvf1"
"GO:0048534","hematopoietic or lymphoid organ developm...",150,1,1.22,730,"0.70962","1.00000","0.70962","A0A026W4U7","Pvf1"
"GO:0072521","purine-containing compound metabolic pro...",304,2,2.48,731,"0.71398","1.00000","0.71398","A0A026WM97;A0A026X0M9","ATPsynbeta;"
"GO:0048736","appendage development",589,4,4.8,732,"0.71514","1.00000","0.71514","A0A026WCB6;A0A026WF43;A0A026WI68;A0A026X3S9",";;;"
"GO:0010639","negative regulation of organelle organiz...",155,1,1.26,733,"0.72144","1.00000","0.72144","A0A026W0S2","SETMAR"
"GO:0050790","regulation of catalytic activity",597,4,4.86,734,"0.72513","1.00000","0.99090","A0A026W0S2;A0A026WI68;A0A026WJG2;A0A026WPM3",";SETMAR;SRPN3;TFPI"
"GO:0030855","epithelial cell differentiation",599,4,4.88,735,"0.72759","1.00000","0.72759","A0A026VZ91;A0A026W4U7;A0A026X3S9;A0A026X5F3",";;Pvf1;"
"GO:0050808","synapse organization",462,3,3.76,736,"0.73340","1.00000","0.73340","A0A026VZR5;A0A026WG66;A0A026X3S9",";Fas2;Sod"
"GO:0046034","ATP metabolic process",161,1,1.31,737,"0.73500","1.00000","0.73500","A0A026X0M9","ATPsynbeta"
"GO:0048666","neuron development",1018,7,8.29,738,"0.73647","1.00000","0.99925","A0A026VZR5;A0A026W3Q8;A0A026WN66;A0A026WWS5;A0A026WWV0;A0A026WXR1;A0A026X1V9",";;;Fas2;;;"
"GO:0033554","cellular response to stress",746,5,6.08,739,"0.73704","1.00000","0.73704","A0A026W073;A0A026W0S2;A0A026WG66;A0A026WL55;A0A026WQ88","SETMAR;TrxT;Tim2;Sod;"
"GO:0040008","regulation of growth",465,3,3.79,740,"0.73745","1.00000","0.73745","A0A026VZR5;A0A026WDF3;A0A026WG30",";Fas2;Cpap3-a1"
"GO:0006338","chromatin remodeling",163,1,1.33,169,"0.73937","0.73937","0.73937","A0A026VT30",""
"GO:0007618","mating",163,1,1.33,741,"0.73937","1.00000","0.73937","A0A026W1C7","Nep2"
"GO:0009144","purine nucleoside triphosphate metabolic...",163,1,1.33,742,"0.73937","1.00000","0.73937","A0A026X0M9","ATPsynbeta"
"GO:0009205","purine ribonucleoside triphosphate metab...",163,1,1.33,743,"0.73937","1.00000","0.73937","A0A026X0M9","ATPsynbeta"
"GO:0050804","modulation of chemical synaptic transmis...",163,1,1.33,744,"0.73937","1.00000","0.73937","A0A026VZR5","Fas2"
"GO:0099177","regulation of trans-synaptic signaling",163,1,1.33,745,"0.73937","1.00000","0.73937","A0A026VZR5","Fas2"
"GO:0001934","positive regulation of protein phosphory...",165,1,1.34,170,"0.74367","0.74367","0.74367","A0A026W4U7","Pvf1"
"GO:0009199","ribonucleoside triphosphate metabolic pr...",165,1,1.34,746,"0.74367","1.00000","0.74367","A0A026X0M9","ATPsynbeta"
"GO:0007447","imaginal disc pattern formation",168,1,1.37,747,"0.74999","1.00000","0.74999","A0A026WBC2",""
"GO:0007166","cell surface receptor signaling pathway",1034,7,8.42,214,"0.75144","0.99642","0.75144","A0A026VZR5;A0A026W4U7;A0A026W6F8;A0A026W798;A0A026WI68;A0A026WPM3;A0A026WV46","GNBP3;;;;Fas2;SRPN3;Pvf1"
"GO:0006260","DNA replication",169,1,1.38,748,"0.75206","1.00000","0.75206","A0A026W0S2","SETMAR"
"GO:0009126","purine nucleoside monophosphate metaboli...",169,1,1.38,749,"0.75206","1.00000","0.75206","A0A026X0M9","ATPsynbeta"
"GO:0009167","purine ribonucleoside monophosphate meta...",169,1,1.38,750,"0.75206","1.00000","0.75206","A0A026X0M9","ATPsynbeta"
"GO:0048878","chemical homeostasis",328,2,2.67,751,"0.75276","1.00000","1.00000","A0A026VVE4;A0A026VVU9","Fer1HCH;Fer2LCH"
"GO:0042327","positive regulation of phosphorylation",171,1,1.39,752,"0.75616","1.00000","0.75616","A0A026W4U7","Pvf1"
"GO:0009141","nucleoside triphosphate metabolic proces...",172,1,1.4,753,"0.75818","1.00000","0.75818","A0A026X0M9","ATPsynbeta"
"GO:0051606","detection of stimulus",172,1,1.4,754,"0.75818","1.00000","0.75818","A0A026W798","GNBP3"
"GO:0009968","negative regulation of signal transducti...",484,3,3.94,755,"0.76204","1.00000","0.76204","A0A026VZR5;A0A026WI68;A0A026WV46",";;Fas2"
"GO:0008582","regulation of synaptic growth at neuromu...",174,1,1.42,171,"0.76217","0.76217","0.76217","A0A026VZR5","Fas2"
"GO:0051961","negative regulation of nervous system de...",175,1,1.43,756,"0.76414","1.00000","0.76414","A0A026VZR5","Fas2"
"GO:0032870","cellular response to hormone stimulus",176,1,1.43,757,"0.76610","1.00000","0.76610","A0A026WJG2","TFPI"
"GO:0043414","macromolecule methylation",176,1,1.43,758,"0.76610","1.00000","0.76610","A0A026W0S2","SETMAR"
"GO:0060548","negative regulation of cell death",177,1,1.44,173,"0.76804","0.76804","0.76804","A0A026W4U7","Pvf1"
"GO:0009161","ribonucleoside monophosphate metabolic p...",178,1,1.45,759,"0.76997","1.00000","0.76997","A0A026X0M9","ATPsynbeta"
"GO:0048066","developmental pigmentation",178,1,1.45,760,"0.76997","1.00000","0.76997","A0A026W0Q1","Hexo1"
"GO:0098609","cell-cell adhesion",179,1,1.46,761,"0.77188","1.00000","0.77188","A0A026VZR5","Fas2"
"GO:1904396","regulation of neuromuscular junction dev...",179,1,1.46,762,"0.77188","1.00000","0.77188","A0A026VZR5","Fas2"
"GO:0051603","proteolysis involved in cellular protein...",342,2,2.79,763,"0.77326","1.00000","0.77326","A0A026VTG8;A0A026WSE1",";"
"GO:0048583","regulation of response to stimulus",1335,9,10.88,764,"0.77722","1.00000","0.95243","A0A026VZR5;A0A026W0S2;A0A026W2Z6;A0A026W4U7;A0A026W798;A0A026WI68;A0A026WJG2;A0A026WPM3;A0A026WV46",";GNBP3;;;Fas2;SETMAR;SRPN3;Pvf1;TFPI"
"GO:0044257","cellular protein catabolic process",345,2,2.81,176,"0.77745","0.80456","0.77745","A0A026VTG8;A0A026WSE1",";"
"GO:0045596","negative regulation of cell differentiat...",183,1,1.49,765,"0.77936","1.00000","0.77936","A0A026VZR5","Fas2"
"GO:0044255","cellular lipid metabolic process",347,2,2.83,766,"0.78022","1.00000","1.00000","A0A026WL55;A0A026WYH3",";"
"GO:0051239","regulation of multicellular organismal p...",1069,7,8.71,767,"0.78213","1.00000","0.78213","A0A026VZ91;A0A026VZR5;A0A026WDF3;A0A026WG30;A0A026WJG2;A0A026WV46;A0A026X3N5",";;;Fas2;Cpap3-a1;;TFPI"
"GO:0001736","establishment of planar polarity",186,1,1.52,768,"0.78481","1.00000","0.78481","A0A026X3S9",""
"GO:0007164","establishment of tissue polarity",186,1,1.52,769,"0.78481","1.00000","0.78481","A0A026X3S9",""
"GO:0007420","brain development",186,1,1.52,770,"0.78481","1.00000","0.78481","A0A026VZR5","Fas2"
"GO:0030182","neuron differentiation",1210,8,9.86,771,"0.78542","1.00000","0.99848","A0A026VZR5;A0A026W3Q8;A0A026WN66;A0A026WWS5;A0A026WWV0;A0A026WXR1;A0A026X1V9;A0A026X3S9",";;;;Fas2;;;"
"GO:0007431","salivary gland development",188,1,1.53,772,"0.78837","1.00000","0.78837","A0A026W4U7","Pvf1"
"GO:0035272","exocrine system development",188,1,1.53,773,"0.78837","1.00000","0.78837","A0A026W4U7","Pvf1"
"GO:0051963","regulation of synapse assembly",188,1,1.53,774,"0.78837","1.00000","0.78837","A0A026VZR5","Fas2"
"GO:0050877","nervous system process",654,4,5.33,775,"0.78900","1.00000","0.78900","A0A026VZR5;A0A026WL55;A0A026X1V9;A0A026X3S9",";;Fas2;"
"GO:0009790","embryo development",798,5,6.5,776,"0.78942","1.00000","0.78942","A0A026VY86;A0A026VZ91;A0A026W4U7;A0A026WF43;A0A026WV46",";;;;Pvf1"
"GO:0010562","positive regulation of phosphorus metabo...",189,1,1.54,777,"0.79012","1.00000","0.79012","A0A026W4U7","Pvf1"
"GO:0045937","positive regulation of phosphate metabol...",189,1,1.54,778,"0.79012","1.00000","0.79012","A0A026W4U7","Pvf1"
"GO:0002064","epithelial cell development",509,3,4.15,779,"0.79156","1.00000","0.79156","A0A026VZ91;A0A026W4U7;A0A026X5F3",";Pvf1;"
"GO:0007051","spindle organization",190,1,1.55,780,"0.79187","1.00000","0.79187","A0A026WDK1",""
"GO:0043473","pigmentation",190,1,1.55,781,"0.79187","1.00000","0.79187","A0A026W0Q1","Hexo1"
"GO:0000003","reproduction",1626,11,13.25,127,"0.79377","0.36007","0.94906","A0A026VT30;A0A026VY86;A0A026VZR5;A0A026W1C7;A0A026W4J5;A0A026W4U7;A0A026WF43;A0A026WKW2;A0A026WMB6;A0A026WV46;A0A026X3N5",";;;Nep2;Fas2;;;Pvf1;Fuca;;"
"GO:0080135","regulation of cellular response to stres...",192,1,1.56,782,"0.79531","1.00000","0.79531","A0A026W0S2","SETMAR"
"GO:1901888","regulation of cell junction assembly",192,1,1.56,783,"0.79531","1.00000","0.79531","A0A026VZR5","Fas2"
"GO:0014070","response to organic cyclic compound",194,1,1.58,784,"0.79870","1.00000","0.79870","A0A026WJG2","TFPI"
"GO:1901137","carbohydrate derivative biosynthetic pro...",363,2,2.96,785,"0.80126","1.00000","0.80126","A0A026WG72;A0A026X0M9",";ATPsynbeta"
"GO:0010648","negative regulation of cell communicatio...",521,3,4.24,786,"0.80464","1.00000","0.80464","A0A026VZR5;A0A026WI68;A0A026WV46",";;Fas2"
"GO:0023057","negative regulation of signaling",521,3,4.24,787,"0.80464","1.00000","0.80464","A0A026VZR5;A0A026WI68;A0A026WV46",";;Fas2"
"GO:0030163","protein catabolic process",368,2,3,190,"0.80747","0.89029","0.80747","A0A026VTG8;A0A026WSE1",";"
"GO:0009165","nucleotide biosynthetic process",202,1,1.65,788,"0.81171","1.00000","0.81171","A0A026X0M9","ATPsynbeta"
"GO:0009123","nucleoside monophosphate metabolic proce...",203,1,1.65,789,"0.81327","1.00000","0.81327","A0A026X0M9","ATPsynbeta"
"GO:0060322","head development",205,1,1.67,790,"0.81637","1.00000","0.81637","A0A026VZR5","Fas2"
"GO:1901293","nucleoside phosphate biosynthetic proces...",205,1,1.67,791,"0.81637","1.00000","0.81637","A0A026X0M9","ATPsynbeta"
"GO:0034329","cell junction assembly",376,2,3.06,792,"0.81705","1.00000","0.81705","A0A026VZR5;A0A026X5F3","Fas2;"
"GO:0001738","morphogenesis of a polarized epithelium",207,1,1.69,793,"0.81941","1.00000","0.81941","A0A026X3S9",""
"GO:0051146","striated muscle cell differentiation",208,1,1.69,794,"0.82091","1.00000","0.82091","A0A026VY86",""
"GO:0007298","border follicle cell migration",209,1,1.7,179,"0.82240","0.82240","0.82240","A0A026W4U7","Pvf1"
"GO:0016049","cell growth",212,1,1.73,795,"0.82680","1.00000","0.82680","A0A026WV46",""
"GO:0007015","actin filament organization",215,1,1.75,180,"0.83109","0.83109","0.83109","A0A026VZ91",""
"GO:0009725","response to hormone",217,1,1.77,796,"0.83390","1.00000","0.83390","A0A026WJG2","TFPI"
"GO:0031401","positive regulation of protein modificat...",220,1,1.79,797,"0.83801","1.00000","0.83801","A0A026W4U7","Pvf1"
"GO:0032268","regulation of cellular protein metabolic...",714,4,5.82,798,"0.84308","1.00000","0.99661","A0A026W4U7;A0A026WI68;A0A026WJG2;A0A026WPM3",";SRPN3;Pvf1;TFPI"
"GO:0007268","chemical synaptic transmission",401,2,3.27,201,"0.84432","0.95101","0.84432","A0A026VZR5;A0A026X3S9",";Fas2"
"GO:0098916","anterograde trans-synaptic signaling",401,2,3.27,799,"0.84432","1.00000","0.84432","A0A026VZR5;A0A026X3S9",";Fas2"
"GO:0099537","trans-synaptic signaling",401,2,3.27,800,"0.84432","1.00000","0.84432","A0A026VZR5;A0A026X3S9",";Fas2"
"GO:0099536","synaptic signaling",405,2,3.3,801,"0.84833","1.00000","0.84833","A0A026VZR5;A0A026X3S9",";Fas2"
"GO:0007297","ovarian follicle cell migration",229,1,1.87,802,"0.84977","1.00000","0.84977","A0A026W4U7","Pvf1"
"GO:0007005","mitochondrion organization",230,1,1.87,803,"0.85102","1.00000","0.85102","A0A026WG66","Sod"
"GO:0018205","peptidyl-lysine modification",231,1,1.88,804,"0.85227","1.00000","0.85227","A0A026W0S2","SETMAR"
"GO:0009628","response to abiotic stimulus",575,3,4.68,805,"0.85536","1.00000","0.85536","A0A026W4U7;A0A026WT37;A0A026X3S9",";verm;Pvf1"
"GO:0042692","muscle cell differentiation",234,1,1.91,806,"0.85594","1.00000","0.85594","A0A026VY86",""
"GO:0008283","cell population proliferation",579,3,4.72,193,"0.85862","0.91609","0.85862","A0A026VVU9;A0A026W0S2;A0A026W4U7","SETMAR;Pvf1;Fer1HCH"
"GO:0051124","synaptic growth at neuromuscular junctio...",237,1,1.93,807,"0.85951","1.00000","0.85951","A0A026VZR5","Fas2"
"GO:0033044","regulation of chromosome organization",239,1,1.95,808,"0.86185","1.00000","0.86185","A0A026W0S2","SETMAR"
"GO:0048699","generation of neurons",1334,8,10.87,809,"0.86782","1.00000","0.99942","A0A026VZR5;A0A026W3Q8;A0A026WN66;A0A026WWS5;A0A026WWV0;A0A026WXR1;A0A026X1V9;A0A026X3S9",";;;;Fas2;;;"
"GO:0048813","dendrite morphogenesis",245,1,2,186,"0.86863","0.86863","0.86863","A0A026X1V9",""
"GO:0000122","negative regulation of transcription by ...",246,1,2,187,"0.86973","0.86973","0.86973","A0A026VU35","CREG"
"GO:0007018","microtubule-based movement",247,1,2.01,810,"0.87082","1.00000","0.87082","A0A026X3S9",""
