"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0000981","DNA-binding transcription factor activit...",289,0,2.42,184,"1.00000","1.00000","1.00000","",""
"GO:0000987","cis-regulatory region sequence-specific ...",58,0,0.49,185,"1.00000","1.00000","1.00000","",""
"GO:0000992","RNA polymerase III cis-regulatory region...",10,0,0.08,186,"1.00000","1.00000","1.00000","",""
"GO:0000993","RNA polymerase II complex binding",14,0,0.12,187,"1.00000","1.00000","1.00000","",""
"GO:0000994","RNA polymerase III core binding",3,0,0.03,188,"1.00000","1.00000","1.00000","",""
"GO:0001006","RNA polymerase III type 3 promoter seque...",8,0,0.07,189,"1.00000","1.00000","1.00000","",""
"GO:0001016","RNA polymerase III transcription regulat...",10,0,0.08,190,"1.00000","1.00000","1.00000","",""
"GO:0001046","core promoter sequence-specific DNA bind...",3,0,0.03,191,"1.00000","1.00000","1.00000","",""
"GO:0001054","RNA polymerase I activity",4,0,0.03,192,"1.00000","1.00000","1.00000","",""
"GO:0001067","regulatory region nucleic acid binding",287,0,2.4,193,"1.00000","1.00000","1.00000","",""
"GO:0001085","RNA polymerase II transcription factor b...",44,0,0.37,194,"1.00000","1.00000","1.00000","",""
"GO:0001091","RNA polymerase II general transcription ...",10,0,0.08,195,"1.00000","1.00000","1.00000","",""
"GO:0001092","TFIIA-class transcription factor complex...",3,0,0.03,196,"1.00000","1.00000","1.00000","",""
"GO:0001096","TFIIF-class transcription factor complex...",3,0,0.03,197,"1.00000","1.00000","1.00000","",""
"GO:0001098","basal transcription machinery binding",26,0,0.22,198,"1.00000","1.00000","1.00000","",""
"GO:0001099","basal RNA polymerase II transcription ma...",26,0,0.22,199,"1.00000","1.00000","1.00000","",""
"GO:0001102","RNA polymerase II activating transcripti...",11,0,0.09,200,"1.00000","1.00000","1.00000","",""
"GO:0001216","DNA-binding transcription activator acti...",91,0,0.76,201,"1.00000","1.00000","1.00000","",""
"GO:0001217","DNA-binding transcription repressor acti...",49,0,0.41,202,"1.00000","1.00000","1.00000","",""
"GO:0001221","transcription cofactor binding",13,0,0.11,203,"1.00000","1.00000","1.00000","",""
"GO:0001223","transcription coactivator binding",13,0,0.11,204,"1.00000","1.00000","1.00000","",""
"GO:0001224","RNA polymerase II transcription cofactor...",5,0,0.04,205,"1.00000","1.00000","1.00000","",""
"GO:0001225","RNA polymerase II transcription coactiva...",5,0,0.04,206,"1.00000","1.00000","1.00000","",""
"GO:0001227","DNA-binding transcription repressor acti...",49,0,0.41,207,"1.00000","1.00000","1.00000","",""
"GO:0001228","DNA-binding transcription activator acti...",91,0,0.76,208,"1.00000","1.00000","1.00000","",""
"GO:0001540","amyloid-beta binding",3,0,0.03,209,"1.00000","1.00000","1.00000","",""
"GO:0001586","Gi/o-coupled serotonin receptor activity",3,0,0.03,210,"1.00000","1.00000","1.00000","",""
"GO:0001588","dopamine neurotransmitter receptor activ...",7,0,0.06,211,"1.00000","1.00000","1.00000","",""
"GO:0001653","peptide receptor activity",43,0,0.36,212,"1.00000","1.00000","1.00000","",""
"GO:0001671","ATPase activator activity",7,0,0.06,213,"1.00000","1.00000","1.00000","",""
"GO:0001727","lipid kinase activity",4,0,0.03,214,"1.00000","1.00000","1.00000","",""
"GO:0001729","ceramide kinase activity",4,0,0.03,215,"1.00000","1.00000","1.00000","",""
"GO:0001784","phosphotyrosine residue binding",4,0,0.03,216,"1.00000","1.00000","1.00000","",""
"GO:0001786","phosphatidylserine binding",6,0,0.05,217,"1.00000","1.00000","1.00000","",""
"GO:0001882","nucleoside binding",51,0,0.43,218,"1.00000","1.00000","1.00000","",""
"GO:0001883","purine nucleoside binding",51,0,0.43,219,"1.00000","1.00000","1.00000","",""
"GO:0001965","G-protein alpha-subunit binding",6,0,0.05,220,"1.00000","1.00000","1.00000","",""
"GO:0002020","protease binding",14,0,0.12,221,"1.00000","1.00000","1.00000","",""
"GO:0002039","p53 binding",7,0,0.06,222,"1.00000","1.00000","1.00000","",""
"GO:0002046","opsin binding",3,0,0.03,223,"1.00000","1.00000","1.00000","",""
"GO:0002161","aminoacyl-tRNA editing activity",7,0,0.06,224,"1.00000","1.00000","1.00000","",""
"GO:0003676","nucleic acid binding",1308,0,10.94,225,"1.00000","1.00000","1.00000","",""
"GO:0003677","DNA binding",618,0,5.17,226,"1.00000","1.00000","1.00000","",""
"GO:0003678","DNA helicase activity",32,0,0.27,227,"1.00000","1.00000","1.00000","",""
"GO:0003681","bent DNA binding",3,0,0.03,228,"1.00000","1.00000","1.00000","",""
"GO:0003682","chromatin binding",231,0,1.93,229,"1.00000","1.00000","1.00000","",""
"GO:0003684","damaged DNA binding",20,0,0.17,230,"1.00000","1.00000","1.00000","",""
"GO:0003688","DNA replication origin binding",10,0,0.08,231,"1.00000","1.00000","1.00000","",""
"GO:0003690","double-stranded DNA binding",287,0,2.4,232,"1.00000","1.00000","1.00000","",""
"GO:0003696","satellite DNA binding",4,0,0.03,233,"1.00000","1.00000","1.00000","",""
"GO:0003697","single-stranded DNA binding",54,0,0.45,234,"1.00000","1.00000","1.00000","",""
"GO:0003700","DNA-binding transcription factor activit...",433,0,3.62,235,"1.00000","1.00000","1.00000","",""
"GO:0003707","steroid hormone receptor activity",8,0,0.07,236,"1.00000","1.00000","1.00000","",""
"GO:0003712","transcription coregulator activity",151,0,1.26,237,"1.00000","1.00000","1.00000","",""
"GO:0003713","transcription coactivator activity",61,0,0.51,238,"1.00000","1.00000","1.00000","",""
"GO:0003714","transcription corepressor activity",43,0,0.36,239,"1.00000","1.00000","1.00000","",""
"GO:0003723","RNA binding",729,0,6.1,240,"1.00000","1.00000","1.00000","",""
"GO:0003724","RNA helicase activity",82,0,0.69,241,"1.00000","1.00000","1.00000","",""
"GO:0003725","double-stranded RNA binding",26,0,0.22,242,"1.00000","1.00000","1.00000","",""
"GO:0003727","single-stranded RNA binding",42,0,0.35,243,"1.00000","1.00000","1.00000","",""
"GO:0003729","mRNA binding",249,0,2.08,244,"1.00000","1.00000","1.00000","",""
"GO:0003730","mRNA 3'-UTR binding",46,0,0.38,245,"1.00000","1.00000","1.00000","",""
"GO:0003735","structural constituent of ribosome",209,0,1.75,246,"1.00000","1.00000","1.00000","",""
"GO:0003743","translation initiation factor activity",70,0,0.59,247,"1.00000","1.00000","1.00000","",""
"GO:0003746","translation elongation factor activity",20,0,0.17,248,"1.00000","1.00000","1.00000","",""
"GO:0003747","translation release factor activity",5,0,0.04,249,"1.00000","1.00000","1.00000","",""
"GO:0003756","protein disulfide isomerase activity",18,0,0.15,250,"1.00000","1.00000","1.00000","",""
"GO:0003774","motor activity",91,0,0.76,251,"1.00000","1.00000","1.00000","",""
"GO:0003777","microtubule motor activity",85,0,0.71,252,"1.00000","1.00000","1.00000","",""
"GO:0003779","actin binding",182,0,1.52,253,"1.00000","1.00000","1.00000","",""
"GO:0003833","beta-alanyl-dopamine synthase activity",3,0,0.03,254,"1.00000","1.00000","1.00000","",""
"GO:0003839","gamma-glutamylcyclotransferase activity",3,0,0.03,255,"1.00000","1.00000","1.00000","",""
"GO:0003857","3-hydroxyacyl-CoA dehydrogenase activity",3,0,0.03,256,"1.00000","1.00000","1.00000","",""
"GO:0003868","4-hydroxyphenylpyruvate dioxygenase acti...",3,0,0.03,257,"1.00000","1.00000","1.00000","",""
"GO:0003884","D-amino-acid oxidase activity",5,0,0.04,258,"1.00000","1.00000","1.00000","",""
"GO:0003887","DNA-directed DNA polymerase activity",23,0,0.19,259,"1.00000","1.00000","1.00000","",""
"GO:0003899","DNA-directed 5'-3' RNA polymerase activi...",27,0,0.23,260,"1.00000","1.00000","1.00000","",""
"GO:0003906","DNA-(apurinic or apyrimidinic site) endo...",11,0,0.09,261,"1.00000","1.00000","1.00000","",""
"GO:0003909","DNA ligase activity",6,0,0.05,262,"1.00000","1.00000","1.00000","",""
"GO:0003910","DNA ligase (ATP) activity",6,0,0.05,263,"1.00000","1.00000","1.00000","",""
"GO:0003916","DNA topoisomerase activity",8,0,0.07,264,"1.00000","1.00000","1.00000","",""
"GO:0003917","DNA topoisomerase type I (single strand ...",4,0,0.03,265,"1.00000","1.00000","1.00000","",""
"GO:0003924","GTPase activity",155,0,1.3,266,"1.00000","1.00000","1.00000","",""
"GO:0003950","NAD+ ADP-ribosyltransferase activity",3,0,0.03,267,"1.00000","1.00000","1.00000","",""
"GO:0003951","NAD+ kinase activity",6,0,0.05,268,"1.00000","1.00000","1.00000","",""
"GO:0003954","NADH dehydrogenase activity",36,0,0.3,269,"1.00000","1.00000","1.00000","",""
"GO:0003958","NADPH-hemoprotein reductase activity",5,0,0.04,270,"1.00000","1.00000","1.00000","",""
"GO:0003985","acetyl-CoA C-acetyltransferase activity",3,0,0.03,271,"1.00000","1.00000","1.00000","",""
"GO:0003988","acetyl-CoA C-acyltransferase activity",7,0,0.06,272,"1.00000","1.00000","1.00000","",""
"GO:0003990","acetylcholinesterase activity",3,0,0.03,273,"1.00000","1.00000","1.00000","",""
"GO:0003994","aconitate hydratase activity",4,0,0.03,274,"1.00000","1.00000","1.00000","",""
"GO:0003995","acyl-CoA dehydrogenase activity",8,0,0.07,275,"1.00000","1.00000","1.00000","",""
"GO:0003997","acyl-CoA oxidase activity",4,0,0.03,276,"1.00000","1.00000","1.00000","",""
"GO:0004000","adenosine deaminase activity",5,0,0.04,277,"1.00000","1.00000","1.00000","",""
"GO:0004016","adenylate cyclase activity",16,0,0.13,278,"1.00000","1.00000","1.00000","",""
"GO:0004017","adenylate kinase activity",8,0,0.07,279,"1.00000","1.00000","1.00000","",""
"GO:0004022","alcohol dehydrogenase (NAD+) activity",3,0,0.03,280,"1.00000","1.00000","1.00000","",""
"GO:0004029","aldehyde dehydrogenase (NAD+) activity",5,0,0.04,281,"1.00000","1.00000","1.00000","",""
"GO:0004030","aldehyde dehydrogenase [NAD(P)+] activit...",5,0,0.04,282,"1.00000","1.00000","1.00000","",""
"GO:0004045","aminoacyl-tRNA hydrolase activity",3,0,0.03,283,"1.00000","1.00000","1.00000","",""
"GO:0004054","arginine kinase activity",4,0,0.03,284,"1.00000","1.00000","1.00000","",""
"GO:0004067","asparaginase activity",3,0,0.03,285,"1.00000","1.00000","1.00000","",""
"GO:0004069","L-aspartate:2-oxoglutarate aminotransfer...",4,0,0.03,286,"1.00000","1.00000","1.00000","",""
"GO:0004070","aspartate carbamoyltransferase activity",3,0,0.03,287,"1.00000","1.00000","1.00000","",""
"GO:0004087","carbamoyl-phosphate synthase (ammonia) a...",3,0,0.03,288,"1.00000","1.00000","1.00000","",""
"GO:0004088","carbamoyl-phosphate synthase (glutamine-...",3,0,0.03,289,"1.00000","1.00000","1.00000","",""
"GO:0004089","carbonate dehydratase activity",4,0,0.03,290,"1.00000","1.00000","1.00000","",""
"GO:0004096","catalase activity",4,0,0.03,291,"1.00000","1.00000","1.00000","",""
"GO:0004102","choline O-acetyltransferase activity",3,0,0.03,292,"1.00000","1.00000","1.00000","",""
"GO:0004104","cholinesterase activity",3,0,0.03,293,"1.00000","1.00000","1.00000","",""
"GO:0004112","cyclic-nucleotide phosphodiesterase acti...",13,0,0.11,294,"1.00000","1.00000","1.00000","",""
"GO:0004114","3',5'-cyclic-nucleotide phosphodiesteras...",12,0,0.1,295,"1.00000","1.00000","1.00000","",""
"GO:0004115","3',5'-cyclic-AMP phosphodiesterase activ...",8,0,0.07,296,"1.00000","1.00000","1.00000","",""
"GO:0004129","cytochrome-c oxidase activity",19,0,0.16,297,"1.00000","1.00000","1.00000","",""
"GO:0004132","dCMP deaminase activity",10,0,0.08,298,"1.00000","1.00000","1.00000","",""
"GO:0004143","diacylglycerol kinase activity",11,0,0.09,299,"1.00000","1.00000","1.00000","",""
"GO:0004151","dihydroorotase activity",3,0,0.03,300,"1.00000","1.00000","1.00000","",""
"GO:0004165","dodecenoyl-CoA delta-isomerase activity",3,0,0.03,301,"1.00000","1.00000","1.00000","",""
"GO:0004169","dolichyl-phosphate-mannose-protein manno...",6,0,0.05,302,"1.00000","1.00000","1.00000","",""
"GO:0004176","ATP-dependent peptidase activity",4,0,0.03,303,"1.00000","1.00000","1.00000","",""
"GO:0004185","serine-type carboxypeptidase activity",5,0,0.04,304,"1.00000","1.00000","1.00000","",""
"GO:0004190","aspartic-type endopeptidase activity",3,0,0.03,305,"1.00000","1.00000","1.00000","",""
"GO:0004198","calcium-dependent cysteine-type endopept...",5,0,0.04,306,"1.00000","1.00000","1.00000","",""
"GO:0004300","enoyl-CoA hydratase activity",6,0,0.05,307,"1.00000","1.00000","1.00000","",""
"GO:0004301","epoxide hydrolase activity",8,0,0.07,308,"1.00000","1.00000","1.00000","",""
"GO:0004312","fatty acid synthase activity",23,0,0.19,309,"1.00000","1.00000","1.00000","",""
"GO:0004322","ferroxidase activity",3,0,0.03,310,"1.00000","1.00000","1.00000","",""
"GO:0004332","fructose-bisphosphate aldolase activity",4,0,0.03,311,"1.00000","1.00000","1.00000","",""
"GO:0004333","fumarate hydratase activity",3,0,0.03,312,"1.00000","1.00000","1.00000","",""
"GO:0004351","glutamate decarboxylase activity",4,0,0.03,313,"1.00000","1.00000","1.00000","",""
"GO:0004352","glutamate dehydrogenase (NAD+) activity",12,0,0.1,314,"1.00000","1.00000","1.00000","",""
"GO:0004353","glutamate dehydrogenase [NAD(P)+] activi...",12,0,0.1,315,"1.00000","1.00000","1.00000","",""
"GO:0004359","glutaminase activity",4,0,0.03,316,"1.00000","1.00000","1.00000","",""
"GO:0004360","glutamine-fructose-6-phosphate transamin...",8,0,0.07,317,"1.00000","1.00000","1.00000","",""
"GO:0004364","glutathione transferase activity",14,0,0.12,318,"1.00000","1.00000","1.00000","",""
"GO:0004367","glycerol-3-phosphate dehydrogenase [NAD+...",3,0,0.03,319,"1.00000","1.00000","1.00000","",""
"GO:0004382","guanosine-diphosphatase activity",3,0,0.03,320,"1.00000","1.00000","1.00000","",""
"GO:0004383","guanylate cyclase activity",39,0,0.33,321,"1.00000","1.00000","1.00000","",""
"GO:0004385","guanylate kinase activity",11,0,0.09,322,"1.00000","1.00000","1.00000","",""
"GO:0004386","helicase activity",118,0,0.99,323,"1.00000","1.00000","1.00000","",""
"GO:0004396","hexokinase activity",4,0,0.03,324,"1.00000","1.00000","1.00000","",""
"GO:0004402","histone acetyltransferase activity",17,0,0.14,325,"1.00000","1.00000","1.00000","",""
"GO:0004407","histone deacetylase activity",14,0,0.12,326,"1.00000","1.00000","1.00000","",""
"GO:0004420","hydroxymethylglutaryl-CoA reductase (NAD...",3,0,0.03,327,"1.00000","1.00000","1.00000","",""
"GO:0004427","inorganic diphosphatase activity",3,0,0.03,328,"1.00000","1.00000","1.00000","",""
"GO:0004430","1-phosphatidylinositol 4-kinase activity",6,0,0.05,329,"1.00000","1.00000","1.00000","",""
"GO:0004435","phosphatidylinositol phospholipase C act...",3,0,0.03,330,"1.00000","1.00000","1.00000","",""
"GO:0004438","phosphatidylinositol-3-phosphatase activ...",9,0,0.08,331,"1.00000","1.00000","1.00000","",""
"GO:0004439","phosphatidylinositol-4,5-bisphosphate 5-...",4,0,0.03,332,"1.00000","1.00000","1.00000","",""
"GO:0004441","inositol-1,4-bisphosphate 1-phosphatase ...",5,0,0.04,333,"1.00000","1.00000","1.00000","",""
"GO:0004448","isocitrate dehydrogenase activity",6,0,0.05,334,"1.00000","1.00000","1.00000","",""
"GO:0004449","isocitrate dehydrogenase (NAD+) activity",5,0,0.04,335,"1.00000","1.00000","1.00000","",""
"GO:0004467","long-chain fatty acid-CoA ligase activit...",12,0,0.1,336,"1.00000","1.00000","1.00000","",""
"GO:0004470","malic enzyme activity",3,0,0.03,337,"1.00000","1.00000","1.00000","",""
"GO:0004473","malate dehydrogenase (decarboxylating) (...",3,0,0.03,338,"1.00000","1.00000","1.00000","",""
"GO:0004477","methenyltetrahydrofolate cyclohydrolase ...",5,0,0.04,339,"1.00000","1.00000","1.00000","",""
"GO:0004486","methylenetetrahydrofolate dehydrogenase ...",5,0,0.04,340,"1.00000","1.00000","1.00000","",""
"GO:0004487","methylenetetrahydrofolate dehydrogenase ...",4,0,0.03,341,"1.00000","1.00000","1.00000","",""
"GO:0004488","methylenetetrahydrofolate dehydrogenase ...",5,0,0.04,342,"1.00000","1.00000","1.00000","",""
"GO:0004505","phenylalanine 4-monooxygenase activity",3,0,0.03,343,"1.00000","1.00000","1.00000","",""
"GO:0004518","nuclease activity",109,0,0.91,344,"1.00000","1.00000","1.00000","",""
"GO:0004519","endonuclease activity",63,0,0.53,345,"1.00000","1.00000","1.00000","",""
"GO:0004520","endodeoxyribonuclease activity",24,0,0.2,346,"1.00000","1.00000","1.00000","",""
"GO:0004521","endoribonuclease activity",42,0,0.35,347,"1.00000","1.00000","1.00000","",""
"GO:0004523","RNA-DNA hybrid ribonuclease activity",3,0,0.03,348,"1.00000","1.00000","1.00000","",""
"GO:0004525","ribonuclease III activity",7,0,0.06,349,"1.00000","1.00000","1.00000","",""
"GO:0004526","ribonuclease P activity",4,0,0.03,350,"1.00000","1.00000","1.00000","",""
"GO:0004527","exonuclease activity",43,0,0.36,351,"1.00000","1.00000","1.00000","",""
"GO:0004529","exodeoxyribonuclease activity",14,0,0.12,352,"1.00000","1.00000","1.00000","",""
"GO:0004530","deoxyribonuclease I activity",4,0,0.03,353,"1.00000","1.00000","1.00000","",""
"GO:0004532","exoribonuclease activity",20,0,0.17,354,"1.00000","1.00000","1.00000","",""
"GO:0004535","poly(A)-specific ribonuclease activity",10,0,0.08,355,"1.00000","1.00000","1.00000","",""
"GO:0004536","deoxyribonuclease activity",36,0,0.3,356,"1.00000","1.00000","1.00000","",""
"GO:0004540","ribonuclease activity",65,0,0.54,357,"1.00000","1.00000","1.00000","",""
"GO:0004549","tRNA-specific ribonuclease activity",6,0,0.05,358,"1.00000","1.00000","1.00000","",""
"GO:0004550","nucleoside diphosphate kinase activity",7,0,0.06,359,"1.00000","1.00000","1.00000","",""
"GO:0004551","nucleotide diphosphatase activity",3,0,0.03,360,"1.00000","1.00000","1.00000","",""
"GO:0004576","oligosaccharyl transferase activity",4,0,0.03,361,"1.00000","1.00000","1.00000","",""
"GO:0004579","dolichyl-diphosphooligosaccharide-protei...",4,0,0.03,362,"1.00000","1.00000","1.00000","",""
"GO:0004591","oxoglutarate dehydrogenase (succinyl-tra...",4,0,0.03,363,"1.00000","1.00000","1.00000","",""
"GO:0004596","peptide alpha-N-acetyltransferase activi...",10,0,0.08,364,"1.00000","1.00000","1.00000","",""
"GO:0004598","peptidylamidoglycolate lyase activity",3,0,0.03,365,"1.00000","1.00000","1.00000","",""
"GO:0004601","peroxidase activity",23,0,0.19,366,"1.00000","1.00000","1.00000","",""
"GO:0004611","phosphoenolpyruvate carboxykinase activi...",4,0,0.03,367,"1.00000","1.00000","1.00000","",""
"GO:0004613","phosphoenolpyruvate carboxykinase (GTP) ...",4,0,0.03,368,"1.00000","1.00000","1.00000","",""
"GO:0004620","phospholipase activity",12,0,0.1,369,"1.00000","1.00000","1.00000","",""
"GO:0004629","phospholipase C activity",3,0,0.03,370,"1.00000","1.00000","1.00000","",""
"GO:0004630","phospholipase D activity",3,0,0.03,371,"1.00000","1.00000","1.00000","",""
"GO:0004645","1,4-alpha-oligoglucan phosphorylase acti...",3,0,0.03,372,"1.00000","1.00000","1.00000","",""
"GO:0004652","polynucleotide adenylyltransferase activ...",8,0,0.07,373,"1.00000","1.00000","1.00000","",""
"GO:0004653","polypeptide N-acetylgalactosaminyltransf...",12,0,0.1,374,"1.00000","1.00000","1.00000","",""
"GO:0004659","prenyltransferase activity",8,0,0.07,375,"1.00000","1.00000","1.00000","",""
"GO:0004672","protein kinase activity",313,0,2.62,376,"1.00000","1.00000","1.00000","",""
"GO:0004674","protein serine/threonine kinase activity",232,0,1.94,377,"1.00000","1.00000","1.00000","",""
"GO:0004675","transmembrane receptor protein serine/th...",10,0,0.08,378,"1.00000","1.00000","1.00000","",""
"GO:0004683","calmodulin-dependent protein kinase acti...",22,0,0.18,379,"1.00000","1.00000","1.00000","",""
"GO:0004689","phosphorylase kinase activity",4,0,0.03,380,"1.00000","1.00000","1.00000","",""
"GO:0004690","cyclic nucleotide-dependent protein kina...",5,0,0.04,381,"1.00000","1.00000","1.00000","",""
"GO:0004691","cAMP-dependent protein kinase activity",3,0,0.03,382,"1.00000","1.00000","1.00000","",""
"GO:0004693","cyclin-dependent protein serine/threonin...",21,0,0.18,383,"1.00000","1.00000","1.00000","",""
"GO:0004697","protein kinase C activity",3,0,0.03,384,"1.00000","1.00000","1.00000","",""
"GO:0004703","G protein-coupled receptor kinase activi...",8,0,0.07,385,"1.00000","1.00000","1.00000","",""
"GO:0004706","JUN kinase kinase kinase activity",4,0,0.03,386,"1.00000","1.00000","1.00000","",""
"GO:0004707","MAP kinase activity",9,0,0.08,387,"1.00000","1.00000","1.00000","",""
"GO:0004708","MAP kinase kinase activity",6,0,0.05,388,"1.00000","1.00000","1.00000","",""
"GO:0004709","MAP kinase kinase kinase activity",10,0,0.08,389,"1.00000","1.00000","1.00000","",""
"GO:0004711","ribosomal protein S6 kinase activity",3,0,0.03,390,"1.00000","1.00000","1.00000","",""
"GO:0004712","protein serine/threonine/tyrosine kinase...",10,0,0.08,391,"1.00000","1.00000","1.00000","",""
"GO:0004713","protein tyrosine kinase activity",56,0,0.47,392,"1.00000","1.00000","1.00000","",""
"GO:0004714","transmembrane receptor protein tyrosine ...",23,0,0.19,393,"1.00000","1.00000","1.00000","",""
"GO:0004715","non-membrane spanning protein tyrosine k...",19,0,0.16,394,"1.00000","1.00000","1.00000","",""
"GO:0004721","phosphoprotein phosphatase activity",91,0,0.76,395,"1.00000","1.00000","1.00000","",""
"GO:0004722","protein serine/threonine phosphatase act...",42,0,0.35,396,"1.00000","1.00000","1.00000","",""
"GO:0004725","protein tyrosine phosphatase activity",38,0,0.32,397,"1.00000","1.00000","1.00000","",""
"GO:0004734","pyrimidodiazepine synthase activity",4,0,0.03,398,"1.00000","1.00000","1.00000","",""
"GO:0004747","ribokinase activity",3,0,0.03,399,"1.00000","1.00000","1.00000","",""
"GO:0004748","ribonucleoside-diphosphate reductase act...",6,0,0.05,400,"1.00000","1.00000","1.00000","",""
"GO:0004757","sepiapterin reductase activity",6,0,0.05,401,"1.00000","1.00000","1.00000","",""
"GO:0004774","succinate-CoA ligase activity",7,0,0.06,402,"1.00000","1.00000","1.00000","",""
"GO:0004775","succinate-CoA ligase (ADP-forming) activ...",4,0,0.03,403,"1.00000","1.00000","1.00000","",""
"GO:0004776","succinate-CoA ligase (GDP-forming) activ...",3,0,0.03,404,"1.00000","1.00000","1.00000","",""
"GO:0004797","thymidine kinase activity",4,0,0.03,405,"1.00000","1.00000","1.00000","",""
"GO:0004812","aminoacyl-tRNA ligase activity",59,0,0.49,406,"1.00000","1.00000","1.00000","",""
"GO:0004813","alanine-tRNA ligase activity",4,0,0.03,407,"1.00000","1.00000","1.00000","",""
"GO:0004814","arginine-tRNA ligase activity",3,0,0.03,408,"1.00000","1.00000","1.00000","",""
"GO:0004815","aspartate-tRNA ligase activity",4,0,0.03,409,"1.00000","1.00000","1.00000","",""
"GO:0004816","asparagine-tRNA ligase activity",6,0,0.05,410,"1.00000","1.00000","1.00000","",""
"GO:0004818","glutamate-tRNA ligase activity",3,0,0.03,411,"1.00000","1.00000","1.00000","",""
"GO:0004823","leucine-tRNA ligase activity",4,0,0.03,412,"1.00000","1.00000","1.00000","",""
"GO:0004825","methionine-tRNA ligase activity",4,0,0.03,413,"1.00000","1.00000","1.00000","",""
"GO:0004826","phenylalanine-tRNA ligase activity",7,0,0.06,414,"1.00000","1.00000","1.00000","",""
"GO:0004827","proline-tRNA ligase activity",3,0,0.03,415,"1.00000","1.00000","1.00000","",""
"GO:0004828","serine-tRNA ligase activity",3,0,0.03,416,"1.00000","1.00000","1.00000","",""
"GO:0004831","tyrosine-tRNA ligase activity",5,0,0.04,417,"1.00000","1.00000","1.00000","",""
"GO:0004832","valine-tRNA ligase activity",4,0,0.03,418,"1.00000","1.00000","1.00000","",""
"GO:0004842","ubiquitin-protein transferase activity",203,0,1.7,419,"1.00000","1.00000","1.00000","",""
"GO:0004843","thiol-dependent ubiquitin-specific prote...",77,0,0.64,420,"1.00000","1.00000","1.00000","",""
"GO:0004844","uracil DNA N-glycosylase activity",3,0,0.03,421,"1.00000","1.00000","1.00000","",""
"GO:0004849","uridine kinase activity",3,0,0.03,422,"1.00000","1.00000","1.00000","",""
"GO:0004860","protein kinase inhibitor activity",21,0,0.18,423,"1.00000","1.00000","1.00000","",""
"GO:0004864","protein phosphatase inhibitor activity",7,0,0.06,424,"1.00000","1.00000","1.00000","",""
"GO:0004869","cysteine-type endopeptidase inhibitor ac...",11,0,0.09,425,"1.00000","1.00000","1.00000","",""
"GO:0004879","nuclear receptor activity",37,0,0.31,426,"1.00000","1.00000","1.00000","",""
"GO:0004888","transmembrane signaling receptor activit...",234,0,1.96,427,"1.00000","1.00000","1.00000","",""
"GO:0004930","G protein-coupled receptor activity",114,0,0.95,428,"1.00000","1.00000","1.00000","",""
"GO:0004935","adrenergic receptor activity",5,0,0.04,429,"1.00000","1.00000","1.00000","",""
"GO:0004948","calcitonin receptor activity",5,0,0.04,430,"1.00000","1.00000","1.00000","",""
"GO:0004952","dopamine neurotransmitter receptor activ...",7,0,0.06,431,"1.00000","1.00000","1.00000","",""
"GO:0004965","G protein-coupled GABA receptor activity",5,0,0.04,432,"1.00000","1.00000","1.00000","",""
"GO:0004969","histamine receptor activity",6,0,0.05,433,"1.00000","1.00000","1.00000","",""
"GO:0004970","ionotropic glutamate receptor activity",14,0,0.12,434,"1.00000","1.00000","1.00000","",""
"GO:0004972","NMDA glutamate receptor activity",3,0,0.03,435,"1.00000","1.00000","1.00000","",""
"GO:0004984","olfactory receptor activity",14,0,0.12,436,"1.00000","1.00000","1.00000","",""
"GO:0004989","octopamine receptor activity",9,0,0.08,437,"1.00000","1.00000","1.00000","",""
"GO:0004993","G protein-coupled serotonin receptor act...",8,0,0.07,438,"1.00000","1.00000","1.00000","",""
"GO:0004995","tachykinin receptor activity",5,0,0.04,439,"1.00000","1.00000","1.00000","",""
"GO:0005001","transmembrane receptor protein tyrosine ...",14,0,0.12,440,"1.00000","1.00000","1.00000","",""
"GO:0005024","transforming growth factor beta-activate...",10,0,0.08,441,"1.00000","1.00000","1.00000","",""
"GO:0005025","transforming growth factor beta receptor...",6,0,0.05,442,"1.00000","1.00000","1.00000","",""
"GO:0005026","transforming growth factor beta receptor...",4,0,0.03,443,"1.00000","1.00000","1.00000","",""
"GO:0005042","netrin receptor activity",6,0,0.05,444,"1.00000","1.00000","1.00000","",""
"GO:0005043","netrin receptor activity involved in che...",4,0,0.03,445,"1.00000","1.00000","1.00000","",""
"GO:0005044","scavenger receptor activity",5,0,0.04,446,"1.00000","1.00000","1.00000","",""
"GO:0005047","signal recognition particle binding",3,0,0.03,447,"1.00000","1.00000","1.00000","",""
"GO:0005048","signal sequence binding",29,0,0.24,448,"1.00000","1.00000","1.00000","",""
"GO:0005049","nuclear export signal receptor activity",6,0,0.05,449,"1.00000","1.00000","1.00000","",""
"GO:0005078","MAP-kinase scaffold activity",8,0,0.07,450,"1.00000","1.00000","1.00000","",""
"GO:0005080","protein kinase C binding",6,0,0.05,451,"1.00000","1.00000","1.00000","",""
"GO:0005085","guanyl-nucleotide exchange factor activi...",109,0,0.91,452,"1.00000","1.00000","1.00000","",""
"GO:0005086","ARF guanyl-nucleotide exchange factor ac...",15,0,0.13,453,"1.00000","1.00000","1.00000","",""
"GO:0005088","Ras guanyl-nucleotide exchange factor ac...",85,0,0.71,454,"1.00000","1.00000","1.00000","",""
